id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1607888981391454208,1595829156704649216,1607888981391454208,2022-12-27T23:59:40.000Z,en,0,0,0,0,everyone,North Korea doesn't allow lights for the poor people that are oppressed there.  Why would any state in the US allow this?  Don't give me this climate change bullshit.
1607888975426949120,800414768024518656,1607888975426949120,2022-12-27T23:59:39.000Z,en,13,0,29,0,everyone,"Another study shows that moving to a plant-based diet is critical to address the #ClimateCrisis, but governments have been slow to act on expert calls for this over the decades. #ClimateAction https://t.co/hPvnq7nK3A"
1607888973258530816,631828639,1607888973258530816,2022-12-27T23:59:39.000Z,en,0,0,3,0,everyone,So the ceo of a company that makes environmentally friendly cars for people who care about climate change spends two months calling his customers names for being woke and it turns out it is a bad idea - who knew? https://t.co/mKVBWWFf7y
1607888809714225155,1595547706079993857,1607888809714225155,2022-12-27T23:59:00.000Z,en,1,0,3,0,everyone,So child labor for $1 a day in torrid conditions is justified for the Green New Deal to fight a bogus boogie man called human caused climate change?  I think NOT. https://t.co/7LSHDBWrO9
1607888802781007873,233589731,1607888802781007873,2022-12-27T23:58:58.000Z,en,0,0,0,0,everyone,Snow flurries were reported in #Floridahttps://t.co/nGIi9NexgR#GlobalWarming
1607888766693261313,2271073573,1607888766693261313,2022-12-27T23:58:49.000Z,en,0,0,0,0,everyone,been thinking about this a lot thanks to the bomb cyclone; how do we process the fact that climate change is altering our lives and our futures? https://t.co/NAwdt6D3qA
1607888733986258944,866801678887997440,1607888733986258944,2022-12-27T23:58:41.000Z,en,0,1,1,0,everyone,"Timely reminder there is no evidence storm intensity is increased by climate change. IPCC reports note as much, yet purported journalists (such as those at the AP, whose recent story on the NY storm ran in outlets across the nation) cant help but to endlessly levy the assertion. https://t.co/uWQYSKjLv2"
1607888680320126979,1187820313,1607888680320126979,2022-12-27T23:58:29.000Z,en,0,0,5,0,everyone,"Uhm why is there a thunderstorm happening IN DECEMBER?!? Oh, right- #ClimateChange"
1607888599260999680,2617920490,1607888599260999680,2022-12-27T23:58:09.000Z,en,1,0,2,0,everyone,"#BuffaloBlizzard2022  Hey it’s ok let the looters loot (low life scumbags). As long as they didn’t steal more than $900 worth of goods, it’s good. The new normal. Welcome to the Dems world view and global warming tricked us all. It showed up as a polar bomb cyclone.The heat is on"
1607888452099481600,250916233,1607888452099481600,2022-12-27T23:57:34.000Z,en,2,0,3,0,everyone,"Why worry? “From zombie viruses awakening to polar bears dumpster-diving, here are 10 signs Earth's climate is out of control.” ⁦@tiaghose⁩ #climatechange  https://t.co/UGaMrS2Vhk"
