id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text
1655254752584781824,1384283873257746432,1655254752584781824,2023-05-07T16:54:20.000Z,pt,0,0,0,0,"[{'type': 'quoted', 'id': '1654999313838227456'}]",Quando rolou a ameaça de um novo apagão meu grande investimento foi comprar duas baterias portáteis que carregam meu celular 3x cada. Queria ver um carregador solar também na época mas ficou pra lá.Eu entendo o ponto dos mais pobres na reportagem mas a classe média é histérica. https://t.co/sKPjeBYCBy
1655245084625891328,14407123,1655245084625891328,2023-05-07T16:15:55.000Z,en,1,0,0,0,"[{'type': 'retweeted', 'id': '1655210034932981764'}]",RT @EliSennesh: Don't make me tap the sign https://t.co/DK7rsns9zD
1655210034932981764,993629516298932230,1655210034932981764,2023-05-07T13:56:39.000Z,en,1,0,1,1,"[{'type': 'quoted', 'id': '1654999313838227456'}]",Don't make me tap the sign https://t.co/DK7rsns9zD https://t.co/FnxoDm2366
1655131632234364928,332263566,1655131632234364928,2023-05-07T08:45:06.000Z,iw,0,4,3,0,"[{'type': 'quoted', 'id': '1654999313838227456'}]","חשמל כשר גם באמריקה, אבל לא רק לחרדים https://t.co/5HnOKvVfeW"
1655015377519116289,19690643,1655015377519116289,2023-05-07T01:03:09.000Z,en,1,0,0,0,"[{'type': 'retweeted', 'id': '1655006949820497921'}]",RT @TaupeAvenger: It feels like more and more is inexcusably broken these days
1655006949820497921,2915038903,1655006949820497921,2023-05-07T00:29:40.000Z,en,1,0,7,0,"[{'type': 'quoted', 'id': '1654999313838227456'}]",It feels like more and more is inexcusably broken these days https://t.co/NirN68bjXV
1655000538059010048,1328099957015007233,1655000538059010048,2023-05-07T00:04:11.000Z,en,0,1,2,0,"[{'type': 'quoted', 'id': '1654996162137448448'}]","Weeeeeeeve got a climate change science on the phone , hello doctor?? :foghorn sound effect: https://t.co/jS2BqF8mMM"
1655524971610013696,14358822,1655524971610013696,2023-05-08T10:48:06.000Z,en,0,2,8,0,"[{'type': 'quoted', 'id': '1654995959234035715'}]",His horse is likeable. https://t.co/sMaKrdCjNV
1655408551563788288,3107309394,1655408551563788288,2023-05-08T03:05:29.000Z,art,0,0,0,0,"[{'type': 'quoted', 'id': '1654995959234035715'}]",😂😂😂😂 https://t.co/6dF5oZdoeb
1656091326780264448,1497468493,1656058135868497920,2023-05-10T00:18:35.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1654995384643584008'}, {'type': 'replied_to', 'id': '1656058135868497920'}]",@captain_kimi @thecgritual https://t.co/658vAlMcHV
1656089622584217600,1497468493,1656076424640446467,2023-05-10T00:11:49.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1654995384643584008'}, {'type': 'replied_to', 'id': '1656076424640446467'}]",@KMehrabi https://t.co/658vAlMcHV
1655995720971714578,1497468493,1655985081742241793,2023-05-09T17:58:41.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1654995384643584008'}, {'type': 'replied_to', 'id': '1655985081742241793'}]",@3Ninjah https://t.co/658vAlMcHV
1655995503476080652,1497468493,1655973215884447744,2023-05-09T17:57:49.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1654995384643584008'}, {'type': 'replied_to', 'id': '1655973215884447744'}]",@GhostPoet28 https://t.co/658vAlMcHV
1655019865655345152,1497468493,1654872712056279040,2023-05-07T01:20:59.000Z,qme,0,0,1,0,"[{'type': 'quoted', 'id': '1654995384643584008'}, {'type': 'replied_to', 'id': '1654872712056279040'}]",@78Ventures https://t.co/658vAlMKxt
1654999821676171264,70474135,1654999821676171264,2023-05-07T00:01:20.000Z,en,1,0,0,0,"[{'type': 'retweeted', 'id': '1654998798526029824'}]",RT @MehdiBenembarek: @aaronsosaphoto Hi Aaron … just dropped an affordable one in the IF … AI Collection / Climate change
1654998798526029824,1497468493,1654968742797889537,2023-05-06T23:57:16.000Z,en,1,0,1,0,"[{'type': 'quoted', 'id': '1654995384643584008'}, {'type': 'replied_to', 'id': '1654968742797889537'}]",@aaronsosaphoto Hi Aaron … just dropped an affordable one in the IF … AI Collection / Climate change https://t.co/658vAlMcHV
1655318009752219648,1618448063831461889,1655318009752219648,2023-05-07T21:05:42.000Z,en,3,0,0,0,"[{'type': 'retweeted', 'id': '1655059137330388995'}]",RT @RasDamte: Shame on you! Are you going to imprison every Amhara who denounces the ongoing state sponsored ethnic cleansing and genocide…
1655246093616128002,1421298103550885890,1655246093616128002,2023-05-07T16:19:56.000Z,en,3,0,0,0,"[{'type': 'retweeted', 'id': '1655059137330388995'}]",RT @RasDamte: Shame on you! Are you going to imprison every Amhara who denounces the ongoing state sponsored ethnic cleansing and genocide…
1655090693432328193,835479309590626304,1655090693432328193,2023-05-07T06:02:26.000Z,en,3,0,0,0,"[{'type': 'retweeted', 'id': '1655059137330388995'}]",RT @RasDamte: Shame on you! Are you going to imprison every Amhara who denounces the ongoing state sponsored ethnic cleansing and genocide…
1655072060031537153,1428547736085934085,1655072060031537153,2023-05-07T04:48:23.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1654990671852326916'}]",This is a displaced innocent citizens by the regime you are working with !! The rest is for your propaganda and denial of the victim's pain https://t.co/ukmEh2TvTV https://t.co/NV7m0DNP57
