id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1578535614039101440,2357389664,1578535614039101440,2022-10-07T23:59:52.000Z,en,0,0,0,0,everyone,Climate change: World aviation agrees 'aspirational' net zero plan - BBC News https://t.co/hisPMrM5wO
1578535562470109184,1104936041797042177,1578535562470109184,2022-10-07T23:59:40.000Z,en,0,0,0,0,everyone,Climate change: World aviation agrees ‘aspirational’ net zero plan https://t.co/mPx8bqoAHu
1578535549953921024,1108027382861053952,1578535549953921024,2022-10-07T23:59:37.000Z,en,0,1,6,0,everyone,"No, not Mario!!!Damn it climate change! https://t.co/sPNaN846s0"
1578535469167824897,123006717,1578535469167824897,2022-10-07T23:59:18.000Z,en,0,0,0,0,everyone,Tens of thousands of salmon found dead after Canada drought#ClimateChange #ClimateCrisis https://t.co/exryz9MNml
1578535341509656577,635495004,1578535341509656577,2022-10-07T23:58:47.000Z,en,0,0,0,0,everyone,Army releases climate change plan: ‘Immediate threat to national security’ #WokeJokes  https://t.co/Q2O54Ij2wh
1578535291614560258,2666598398,1578535291614560258,2022-10-07T23:58:35.000Z,en,0,0,0,0,everyone,"The Army will work toward making sure installations have “resilient energy and water supply, carbon free electricity, efficient and sustainable infrastructure, sustainable land management, and more.https://t.co/HOEOudIwnf"
1578535124559622144,1393584356162158593,1578535124559622144,2022-10-07T23:57:56.000Z,en,2,0,0,0,everyone,New Climate News: Dancers' moves help to power Glasgow music venue#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechangehttps://t.co/Koly5lmzpU
1578535093337198593,16203788,1578535093337198593,2022-10-07T23:57:48.000Z,en,0,1,2,0,everyone,Pb EWE:  Breitbart happy to take down civilization. https://t.co/dYcZredh4B
1578535075628867584,1358235112593379330,1578535075628867584,2022-10-07T23:57:44.000Z,en,0,0,0,0,everyone,"I read so much information from so many sources about climate change. It’s mind numbing, I don’t know who to believe anymore. It seems all energy production will produce some form of waste product.??? 😵‍💫😵‍💫😵‍💫"
1578535008892964864,1136881379218743296,1578535008892964864,2022-10-07T23:57:28.000Z,en,0,2,4,0,everyone,If people recycled the way the dragon throne show recycles names we would’ve put a stop to global warming LONG ago
1578534902382833664,2340448195,1578534902382833664,2022-10-07T23:57:03.000Z,en,0,0,0,0,everyone,"Following Hurricane Ian, media outlets have peddled the idea that big hurricanes are linked to climate change. @JarrettStepman @DailySignal https://t.co/LghMFdP0hTdata from the NOAA that shows “no long-term trend in hurricane counts” since the 1880sNOAA expects a 25% decline..."
