id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1570925494505443328,1414061459168907269,1570925494505443328,2022-09-16T23:59:58.000Z,en,0,0,1,0,everyone,Amazing how long life has been around what will humans be like 10 million years from today.This is why  climate change is so importanthttps://t.co/V8j1uma9Mr
1570925413421187073,2864721598,1570925413421187073,2022-09-16T23:59:39.000Z,en,1,0,7,0,everyone,Climate change fight should be non-hypocritical. We urgently need to scale up climate actions in this critical decade.@LDCChairUNFCCC @Cop27P @UNFCCC @NAP_Central @UNDPSierraLeone https://t.co/xzwG2GDx9l
1570925242280968195,1308921141751214080,1570925242280968195,2022-09-16T23:58:58.000Z,en,0,0,0,0,everyone,"Registration is now open for the 2022 Water Resilience in Hawai‘i, A UH Innovation Conference, Oct. 28 at @HIConventionCtr. For more info, visit https://t.co/icpV6EV9Sh. #UHINNOV2022 #hawaiiresearch #waterresilency #innovation #environment #waterresources #hawaii #climatechange https://t.co/EPYWpF3v4a"
1570925172068081664,4783834469,1570925172068081664,2022-09-16T23:58:42.000Z,en,0,0,0,0,everyone,Mitigation of Climate Change Report 2022: “Litany of broken climate promises” – UN Chief https://t.co/rNKHys4WXv
1570925097497825281,175176750,1570925097497825281,2022-09-16T23:58:24.000Z,en,2,0,2,0,everyone,Pakistan Flooding Shows 'Adapting' to Climate Change Can Be a Dangerous Illusion | Inter Press Service https://t.co/DAM4ytDx66 What today’s events in Pakistan show is that you cannot truly adapt to climate change and its potential for widespread devastation. @roper_le @CcdJamaica
1570924981412044801,121986870,1570924981412044801,2022-09-16T23:57:56.000Z,en,0,0,0,0,everyone,The “cure” for climate change is more dangerous than climate change https://t.co/ZHaxfQKiCB
1570924976177557504,130777004,1570924976177557504,2022-09-16T23:57:55.000Z,en,9,8,66,1,everyone,What happened to all the hype about climate change causing bush fires?Everything is too bloody green to burn. They got that wrong too.
1570924884372623360,189336597,1570924884372623360,2022-09-16T23:57:33.000Z,en,1,0,1,0,everyone,It is so REVEALING! The WEATHER Channel is enjoying Ad revenue and market viewing share! “‘Dem people on da weather channel”! They ‘re spending ALL their broadcasting on the WEATHER not mentioning it is DUE TO CLIMATE CHANGE! Some of us get what you’re doing! #TWC #ClimateCrisis
1570924814050922497,39957764,1570924814050922497,2022-09-16T23:57:16.000Z,en,0,0,2,0,everyone,Good @CarbonBrief coverage of the recent tipping point conference which aimed to improve “warnings of the imminent risks of catastrophic climate tipping points” and accelerate “positive tipping points” to trigger “rapid and transformative solutions”https://t.co/94z4h7hfAk
1570924797772824576,989298923754766336,1570924797772824576,2022-09-16T23:57:12.000Z,en,0,0,0,0,everyone,Marjorie Taylor Greene's Stance on Climate Change ATTACKED https://t.co/1DAZHo6MoL via @YouTube
