id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text
1605152127709503490,1488863654556717061,1604989947861155844,2022-12-20T10:44:24.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1604989947861155844'}]",@SchoolsTrees1 @save_mau @worldgreendlp @Conserve4Earth @FAOclimate @FAOForestry @cheptoek_ivan @CERAIUg @LSM_Africa Exactly @Greenanglicans @princepapa1
1605088771036389377,51807171,1604987660468375552,2022-12-20T06:32:38.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1605077172397694976'}]",@Bomber_blue22 @GarthGerwing All we need to do is turn this freight train around.Do you know how much heat is in a ZJ (zetajoule)? https://t.co/qzclv2BVw7
1605077172397694976,2959191811,1604987660468375552,2022-12-20T05:46:33.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1604987660468375552'}]","@GarthGerwing Once the ozone holes closed, the planet wasn't warming up fast enough to call it global warming.Climate changes with every season, every year so it was a safe name for the long term.It's like covid. Both will end when politicians decide to end them."
1604989477935808513,1407933230,1604987660468375552,2022-12-19T23:58:05.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1604989070392033280'}]",@MBBigBluJetsfan It is certainly a more inclusive description
1604989070392033280,425535735,1604987660468375552,2022-12-19T23:56:28.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1604987660468375552'}]",@GarthGerwing Cuz it is the perfect catch-all. Any event can be attributed to it.
1604988325936664576,1407933230,1604987660468375552,2022-12-19T23:53:30.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1604988045467725825'}]","@deankoshelanyk That’s what I was thinking, not significantly warming"
1604988045467725825,2496891336,1604987660468375552,2022-12-19T23:52:23.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1604987660468375552'}]",@GarthGerwing because the triggers of climate change wont only cause warming.umm 10?  years ago?  when the data wasnt adding up to warming.
1605031638416494592,1308888478063538176,1604986507818700800,2022-12-20T02:45:37.000Z,und,0,0,1,0,"[{'type': 'replied_to', 'id': '1604986507818700800'}]",@typo_cat 😤
1604997076810862592,4909522369,1604986507818700800,2022-12-20T00:28:17.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1604995259326681088'}]",@melro52 @souixs And they take advantage of the poorest among us.
1604995259326681088,22765262,1604986507818700800,2022-12-20T00:21:03.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1604986507818700800'}]",@typo_cat @souixs The wealthy like this are the biggest polluters.
1604986953769684992,1892329832,1604986507818700800,2022-12-19T23:48:03.000Z,und,0,0,1,0,"[{'type': 'replied_to', 'id': '1604986507818700800'}]",@typo_cat 🤬
1605127469782429696,1034272047134793728,1604986195095670784,2022-12-20T09:06:25.000Z,qme,0,0,0,0,"[{'type': 'replied_to', 'id': '1604986195095670784'}]",@Thefinnigans @Smizzy777 @AlboMP @SenatorWong @MrKRudd @MarisePayne https://t.co/yhgiRrifco
1604987304418115584,1277390226,1604986195095670784,2022-12-19T23:49:27.000Z,en,2,0,6,0,"[{'type': 'replied_to', 'id': '1604986195095670784'}]","@Thefinnigans @AlboMP @SenatorWong @MrKRudd @MarisePayne I wonder, have the rump of Libernats supporters and those who voted independent been paying attention? This govt hasn't stopped just coz parli has. It's a big decision or 5 every day since."
1604986878804967424,28970958,1604986195095670784,2022-12-19T23:47:45.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1604986195095670784'}]",Correction Ambassador for Human Rights
1604993505226813440,475360047,1604985181160488960,2022-12-20T00:14:05.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1604985181160488960'}]",@chrisoldcorn Seriously?
1605105785356550144,119599863,1604984437045080064,2022-12-20T07:40:15.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1604984437045080064'}]","@eikonos All flights are high emission. Commercial flights far outnumber private jets as wellNothing will change for who govs work for as long as the wealthy can legally bribe and lobby themAll donations, fundraisers, ads, lobbying, etc need to be banned from politics"
1606126595684458497,23429613,1604984191028023297,2022-12-23T03:16:35.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1606070847550242816'}]",@LoveLincoln1900 @WildyCanadian Thank you! Merry Christmas to you too!🎄💖
1606070847550242816,717430838,1604984191028023297,2022-12-22T23:35:04.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1605822769903636481'}]",@faewings @WildyCanadian Good I'm glad!😊And Merry Christmas if you celebrate!
1605823128034222081,23429613,1604984191028023297,2022-12-22T07:10:43.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1605676577986990080'}]",@WildyCanadian I have family on PEI
1605822769903636481,23429613,1604984191028023297,2022-12-22T07:09:17.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1605671231885234176'}]","@LoveLincoln1900 @WildyCanadian No, I did not think it rude and I agreed using your words. 🥰🎄🤗"
1605676577986990080,1048686950402670597,1604984191028023297,2022-12-21T21:28:22.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1605676387259539495'}]",@faewings I’m on the opposite coat from you!  I hear my friends in BC and getting hammered with snow. It feels like our provinces have flipped.
1605676387259539495,1048686950402670597,1604984191028023297,2022-12-21T21:27:37.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1605005800254361600'}]","@faewings Right? It’s so weird. It gets later every year and winter gets shorter. I’m no big fan of winter, after so much snow, it’s pretty the first time then I’m over it lol. It’s above 0c right now here. That’s pretty nuts."
1605671231885234176,717430838,1604984191028023297,2022-12-21T21:07:08.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1605437597429686272'}]","@faewings @WildyCanadian Btw faewings, I'm really sorry if my comment came off as rude, that wasn't my intention at all. I wasn't trying to correct you, I was agreeing &amp; backing up your statement. I reread my comment &amp; felt it might have possibly sounded a bit rude so if it did I'm sorry🙂"
1605437597429686272,23429613,1604984191028023297,2022-12-21T05:38:45.000Z,en,0,1,2,0,"[{'type': 'replied_to', 'id': '1605371214360645634'}]","@LoveLincoln1900 @WildyCanadian Yes, ""we are all equally in big trouble."""
1605371214360645634,717430838,1604984191028023297,2022-12-21T01:14:58.000Z,en,1,1,1,0,"[{'type': 'replied_to', 'id': '1605005800254361600'}]","@faewings @WildyCanadian 😔I mean, not that it really matters bc no matter who warms first, we are all equally in big trouble...https://t.co/690x8S0rUS"
1605227196607787010,1156245259585646593,1604984191028023297,2022-12-20T15:42:42.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1604984191028023297'}]",@WildyCanadian December 20 here and it’s minus 40C so there’s no climate change or global warming happening here today
1605154539816030208,982770904642928640,1604984191028023297,2022-12-20T10:53:59.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1604984191028023297'}]",@WildyCanadian It's going to be a green Christmas. My first ever.
1605051838084321280,23429613,1604984191028023297,2022-12-20T04:05:53.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1605005904209854464'}]",@Sherrishaw14 @WildyCanadian Ouch! That's too cold; stay warm!
