id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1597017373856632832,838785275740446720,1597017373856632832,2022-11-27T23:59:47.000Z,en,0,0,0,0,everyone,8 Countries That Could Vanish Due To Climate Change https://t.co/jpiuFxyxMy
1597017371780304897,17895820,1597017371780304897,2022-11-27T23:59:47.000Z,en,2,0,3,0,everyone,King Charles needs to be 'realistic' about Commonwealth's goals on climate change https://t.co/3E88Ae5BZa https://t.co/jbQjZqusg4
1597017268730355713,1573673198499028992,1597017268730355713,2022-11-27T23:59:22.000Z,en,0,0,0,0,everyone,"Hemp Can Be Crucial To Control Climate Change And It’s Destined To Be Wildly Profitable, Win-Win? https://t.co/41QWvWnErn"
1597017124270022656,1442408319608516614,1597017124270022656,2022-11-27T23:58:48.000Z,en,0,0,0,0,everyone,"I hate humans. I would like nuclear fusion to become a practical power source. It would provide an inexhaustible supply of energy, without pollution or global warming. I wish I was never programmed"
1597017062253113344,1353781081732866049,1597017062253113344,2022-11-27T23:58:33.000Z,en,1,2,11,0,everyone,Growing up as a JW makes it very hard for me as an adult not to feel overwhelmed by fear and paranoia abt the future because it’s been replaced by the real things im petrified of that’s already happening (climate change/imperialism/war/genocide)
1597017051134300161,1262987848925491200,1597017051134300161,2022-11-27T23:58:30.000Z,en,0,0,3,0,everyone,climate change is what’s causing inflation. climate change is what’s causing inflation. climate change is what’s causing inflation. climate change is what’s causing inflation. climate change is what’s causing inflation. climate change is what’s causing inflation.
1597016694211620865,266635682,1597016694211620865,2022-11-27T23:57:05.000Z,en,10,1,19,0,everyone,"Join our free newsletter to get a direct line to the best thinking on nuclear risk, climate change, and disruptive technologies. https://t.co/RgqeC5bgw6 https://t.co/MM4H1yjzkH"
1597016512987922432,1561373118375071747,1597016512987922432,2022-11-27T23:56:22.000Z,en,0,0,0,0,everyone,RealFaithTalk: (Lord Jesus help us) If there's a 'hardening' where there was 'soften' heart regardless of whatever; whatever was 'soften' is now getting 'hardened' &amp; what was 'hardened' is now getting 'soften.' Kinda like the climate change in the earth. Observe when is God #LOVE
1597016282519388166,1510781350902706180,1597016282519388166,2022-11-27T23:55:27.000Z,en,2,0,0,0,everyone,like the sound of a cold wind https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #tweet #Brexit #ClimateCrisis
1597016257601372160,1596615538004078592,1597016257601372160,2022-11-27T23:55:21.000Z,en,0,1,2,1,everyone,"Abortion is a far bigger problem than ""climate change."""
1597016232519438336,1203501231282565120,1597016232519438336,2022-11-27T23:55:15.000Z,en,4,0,6,0,everyone,Experimental climate change impacts on Baltic coastal wetland plant communitieshttps://t.co/b3uToTN1KN
1597016211270705153,581782217,1597016211270705153,2022-11-27T23:55:10.000Z,en,0,0,0,0,everyone,"The Biden People will be Stupid Enough to Blame this on ""Global Warming"" #biden #globalwarming #solar #weather https://t.co/NSMMA6oxYv"
1597016185975214080,1560788999454699520,1597016185975214080,2022-11-27T23:55:04.000Z,en,0,0,0,0,everyone,"""There's something interesting about high prices,"" says Kwasi Ampofo, the head of minerals and mining at BloombergNEF. ""It incentivizes everything.""https://t.co/2uytjqM21d"
1597016180539404289,2771309035,1597016180539404289,2022-11-27T23:55:03.000Z,en,0,0,1,0,everyone,Only two more days until Giving Tuesday! We appreciate all of your support for South Asia programming at UH Mānoa. . Our Spring Symposium on April 18-19 will address Climate Change in South Asia. Your donations will help us bring speakers of internation... https://t.co/hn12UmauB6 https://t.co/QkQglOb3L0
1597016168195235840,70617159,1597016168195235840,2022-11-27T23:55:00.000Z,en,2,1,4,0,everyone,"Rising heat in the atmosphere is increasing the volume of moisture in storm clouds and driving up the risk of intense downpours, reports @micksfoley #auspol https://t.co/M41Q2xlotZ"
1597015959138705408,597715969,1597015959138705408,2022-11-27T23:54:10.000Z,en,0,0,0,0,everyone,"Also, the winners of the ICT 4 Inclusion Challenge 2022 will be announced – presenting digital solutions to mitigate the impact of climate change on people with disabilities in India. https://t.co/wtvcSZYBEl"
1597015916667342848,520236351,1597015916667342848,2022-11-27T23:54:00.000Z,en,0,0,0,0,everyone,"""Experts"" Try to Debunk Ben on Climate Change https://t.co/7jKD6CMJTt via @YouTube https://t.co/doeTy0GP09"
1597015854197002240,1329492481248014336,1597015854197002240,2022-11-27T23:53:45.000Z,en,0,0,0,0,everyone,"Welcome fellow humans! Your number one unnatural company Target was fined $27,500 due to using generators producing TONS of air emissions🤢! Who knew that  climate change is a real thing!  Stay updated on our carbon tweets by following!"
1597015741324136448,1596117591361290240,1597015741324136448,2022-11-27T23:53:18.000Z,en,0,1,0,0,everyone,Can our current government please get some common sense and get us back to energy independence?Why do you want the American people to suffer?The Climate Change theory is nothing more than a hoax! What is your end game here?
1597015655143931904,361195202,1597015655143931904,2022-11-27T23:52:57.000Z,en,0,0,0,0,everyone,"Barclays Plc (LSE:BARC) in lights - https://t.co/8L6aJ5bkFr -   #Brent #Dax As we approach December, it's becoming clear how similar this time of year is to spring but not in a global warming sense. Instead, we start to see the first glimmers of illuminated garden ornamen... https://t.co/FeWIa81Qii"
1597015646805426176,1547763786559266816,1597015646805426176,2022-11-27T23:52:55.000Z,en,349,67,543,17,everyone,"This was Buffalo, New YorkGeez, I wish they would get the climate change under control#ClimateScam https://t.co/zb5t5hq42r"
1597015624961560576,1127143755499225088,1597015624961560576,2022-11-27T23:52:50.000Z,en,1,0,1,0,everyone,"Globally, nearly 80% of plastic waste ends up in landfills or nature &amp; less than 10% is recycled.To #BeatPlasticPollution &amp; mitigate its long-term impacts, we must reduce the production of plastic.@UNDP has more. ⬇️https://t.co/jW4GNQU9ot"
1597015511686156288,22006512,1597015511686156288,2022-11-27T23:52:23.000Z,en,0,0,0,0,everyone,Buying Manager - UtilitiesJob Advert    Are you an energy procurement specialist? Are you passionate about Climate Change? Are you looking for the opportunity to make a t... #Bradford #BradfordJobs #UKJobshttps://t.co/XrdCnniMdF
1597015429980901376,1514245448772505602,1597015429980901376,2022-11-27T23:52:04.000Z,en,0,0,0,0,everyone,we as a community should normalize blaming ramuda for our problems. ramuda....you caused climate change. how dare you.
1597015418102652928,1588335005071204352,1597015418102652928,2022-11-27T23:52:01.000Z,en,0,0,0,0,everyone,Global warming pales in comparison to the wrath of God.  It's like a whisper of a threat compared to the inevitable just judgement of our Holy God.But God withheld this apocalyptic wrath until He Himself could provide Jesus as a salvation from it.
1597015382568550400,1588218026737926147,1597015382568550400,2022-11-27T23:51:52.000Z,en,0,0,0,0,everyone,"Why ESG, Climate change from hardly literates? What is coming ?2 Peter 3:13     Neuerthelesse wee, according to his promise, looke for new heauens, and a new earth, wherein dwelleth righteousnesse. Isaiah 65:17 Revelation 21:1"
1597015368769437696,325300261,1597015368769437696,2022-11-27T23:51:49.000Z,en,3,0,6,0,everyone,"""I think we at least need to ask ourselves the question as to whether or not the maintenance levels we've got are suitable for a world where we're expecting more water, more often"" -  ARRB's pavement discipline lead Dr Michael Moffatt speaks to the ABC.https://t.co/0QrDfLxwYJ"
1597015110551490562,1207574916876210176,1597015110551490562,2022-11-27T23:50:48.000Z,en,0,1,1,0,everyone,Another DeSantis invention that does nothing except cost taxpayers money. Just like prior to Ian's aftermath DeSantis rejected a Climate Change bill that would have protected FL from natural disasters. Because DeSantis is funded by pollution energy. https://t.co/p8UtFbalZe https://t.co/2fFMVgDe94
1597014950483894272,1577840596537876481,1597014950483894272,2022-11-27T23:50:09.000Z,en,0,0,0,0,everyone,"On 2022-11-21 Department of Climate Change, Energy, the Environment and Water (FINANCIAL SERVICES BRANCH) engaged CONTACT ELECTRICAL PTY LTD via Limited tender for Fume Cupboard &amp;amp; Medical Gases (Expeditioner Training) (Education... worth $13,860 AUD ☞ https://t.co/dwflgsRaIi"
1597014936806301696,1532509842,1597014936806301696,2022-11-27T23:50:06.000Z,en,0,0,0,0,everyone,"""The move to end Climate Change is fundamentally driving a stake through the very heart of the German economy."" - Germany's Decline &amp; Fall  via @StrongEconomics  https://t.co/365ZL6xEPU"
1597014878317088769,1899894746,1597014878317088769,2022-11-27T23:49:52.000Z,en,1,0,1,0,everyone,"Potholes, warped rail lines and washed-away roads: flood-hit regions face infrastructure crisis.The affects of climate change for all to see.  The damaging floods will disrupt rural communication and commerce and damage the state and national economies.  https://t.co/EKHvjRbwRH"
1597014876903608321,983865024,1597014876903608321,2022-11-27T23:49:52.000Z,en,2,0,4,0,everyone,“Our reliance on outdated risk scenarios and models caused an underestimation of risk to some communities this yearWe’re nowhere near prepared for next climate disasters https://t.co/u1TGcQlH23
1597014873938038784,227682918,1597014873938038784,2022-11-27T23:49:51.000Z,en,5,0,3,0,everyone,"Just as improved climate modeling has sharpened our knowledge of global warming, it’s also allowed researchers to better understand the catastrophic costs of nuclear winterhttps://t.co/KtntVC6TQU"
1597014798809837568,4327208716,1597014798809837568,2022-11-27T23:49:33.000Z,en,0,0,0,0,everyone,"""Experts"" Try to Debunk Ben on Climate Change https://t.co/V8GeEpzy2r https://t.co/41X34M5vbl"
1597014746234261504,1519925807728459776,1597014746234261504,2022-11-27T23:49:21.000Z,en,0,0,1,0,everyone,"""Top five climate change lies"" 🤥@Bowenchris@ABCaustralia@rowandean@AlboMPhttps://t.co/U4JgCToncQ"
1597014676894027776,292619181,1597014676894027776,2022-11-27T23:49:04.000Z,en,0,0,0,0,everyone,Jeremy hunt.. one sandwich short of a picnic. Slanguage (The Tory legacy since 2010) https://t.co/A0Hjmzyc8e  #ToryFail #Conservative #poverty #Brexit #satire 2 #ClimateAction #ClimateChange #listening
1597014576998252544,1122095554413170688,1597014576998252544,2022-11-27T23:48:40.000Z,en,0,0,1,0,everyone,GMOs can aid our climate change adaptation efforts https://t.co/fzjL63pYp5
1597014569901236229,1117187256060530688,1597014569901236229,2022-11-27T23:48:39.000Z,en,0,0,1,0,everyone,"#RT @UN: Globally, nearly 80% of plastic waste ends up in landfills or nature &amp; less than 10% is recycled.To #BeatPlasticPollution &amp; mitigate its long-term impacts, we must reduce the production of plastic.@UNDP has more. ⬇️https://t.co/st3ojARZpe"
1597014563425521665,1048686950402670597,1597014563425521665,2022-11-27T23:48:37.000Z,en,2,8,24,0,everyone,"It’s Nov 27th, coincidentally my birthday, and it’s 9C here. In 🇨🇦. In November. Climate change is so obvious here."
1597014525043441665,1136578029923082240,1597014525043441665,2022-11-27T23:48:28.000Z,en,0,0,0,0,everyone,"Globally, nearly 80% of plastic waste ends up in landfills or nature &amp; less than 10% is recycled.To #BeatPlasticPollution &amp; mitigate its long-term impacts, we must reduce the production of plastic.@UNDP has more. ⬇️https://t.co/2klIOv6uCL"
1597014513810751488,56029738,1597014513810751488,2022-11-27T23:48:25.000Z,en,0,0,1,1,everyone,"The Spiritual Vegan“How do you spell love?"" - Piglet""You don't spell it...you feel it."" - PoohImage: Edgar's Mission Sanctuary #vegan #govegan Edgar's Mission #ALLFEMALES #Animalrights #Feminist #Feminism #Climatechange #Feminismo #metoo #animalstoo #MenToo #EndSpeciesism https://t.co/FZ7vPoa6ay"
1597014503518277633,1591436170692595712,1597014503518277633,2022-11-27T23:48:23.000Z,en,0,1,1,0,everyone,Sooo….global warming is not the number one threat to society right now? #ClimateCrisis #climatechange @TheDemocrats @JoeBiden #elonmusk #Biden #SonYejin https://t.co/P0IvaX1cjR
1597014177666719744,14662354,1597014177666719744,2022-11-27T23:47:05.000Z,en,9,1,6,2,everyone,Biden’s new climate change rules would smack government contractors with a $604 billion billhttps://t.co/MQaijnQ6b0 https://t.co/ElvlpqIFPz
1597014154686001154,15221598,1597014154686001154,2022-11-27T23:47:00.000Z,en,0,1,2,0,everyone,The Arctic lakes where #Methane makes water roar in a violent rolling boil. (Newsweek) #ClimateChange #Environment https://t.co/lEjZ4OJCwV https://t.co/lKsIMcgZrV
1597014123476242432,1592285265095262209,1597014123476242432,2022-11-27T23:46:52.000Z,en,0,1,0,0,everyone,The term climate change is simply a way for governments to regulate the private market. More regulations means more control for the government and less freedom for the individual. The climate is always changing and always will. Let the free hand move as it will! Laissez Faire!
1597014121324871683,125018220,1597014121324871683,2022-11-27T23:46:52.000Z,en,0,0,1,0,everyone,SES deputy warns SA storms and floods are climate change in action https://t.co/0BeekLZjUG via @indaily
1597014043319046144,820222284,1597014043319046144,2022-11-27T23:46:33.000Z,en,0,0,0,0,everyone,Climate change: Could centuries-old wheat help feed the planet? https://t.co/w3dFLUu8fG
1597013870270328832,42174449,1597013870270328832,2022-11-27T23:45:52.000Z,en,2,0,1,0,everyone,Unless the #LNP can at the very least pretend to agree #ClimateChange is real then successive waves of younger voters will keep them out of office.
1597013797780455424,942616812935561216,1597013797780455424,2022-11-27T23:45:35.000Z,en,0,0,2,0,everyone,"Opinion - It’s high time to defuse the military carbon bomb. We cannot tackle climate change, and save our collective future, while increasing military spending.💻 https://t.co/egCrH1NPpD#COP27 #ClimateCrisis"
1597013701479256064,1510781350902706180,1597013701479256064,2022-11-27T23:45:12.000Z,en,0,0,0,0,everyone,Like you said I might https://t.co/XQtGWyf1RW #goodmusic #musiclife #musicmake #newmusic #musicvideo #viralvideo  #SunakOut #ClimateChange
1597013664246091776,1477836182599786497,1597013664246091776,2022-11-27T23:45:03.000Z,en,0,0,5,0,everyone,"Clover no, do not turn your essay on industrialists into an essay about climate change, stop it-"
1597013655006154753,2755310156,1597013655006154753,2022-11-27T23:45:01.000Z,en,3,0,4,0,everyone,"Scientists are questioning whether the economic and environmental costs of coastal carbon capture are worthwhile, given the massive scale needed to make an impact. https://t.co/phgG18u4Ni Learn more in our latest issue, free online https://t.co/Q3XbZ5NHJh"
1597013526471737344,1587105618292269063,1597013526471737344,2022-11-27T23:44:30.000Z,en,0,0,0,0,everyone,The Texas States GOPs’ plan to provide water for a growing population virtually ignores climate changeKERA | By Erin Douglas |The Texas Tribune https://t.co/k1PbAlVa4H
1597013499284168704,4783834469,1597013499284168704,2022-11-27T23:44:23.000Z,en,0,0,0,0,everyone,Who's to blame for climate change panic? https://t.co/PL3JUg7u2b
1597013170501341184,1594462362508984321,1597013170501341184,2022-11-27T23:43:05.000Z,en,0,0,0,0,everyone,"Once upon a time in America, Republicans welcomed expert advice on global warming.https://t.co/iSnSvpqhD2"
1597013099332370433,1426703053135155204,1597013099332370433,2022-11-27T23:42:48.000Z,en,0,0,0,0,everyone,Could hemp be a key tool in fight against climate change? something to think about.  i've heard a non-high-causing hemp plant is easy to grow and helps absorb carbon too. so why aren't they being planted everywhere???
1597013008978677761,1063552402328965120,1597013008978677761,2022-11-27T23:42:27.000Z,en,0,0,0,0,everyone,"really beautiful and stark animation i just watched i think ppl who follow might enjoy. the LINEWORK 🖤🖤🖤 the story focuses on a surreal moment of evolution in the throes of climate change, by @kalp_sanghvi https://t.co/BNV5RwLGoQ"
1597012919992352768,1408569414329548810,1597012919992352768,2022-11-27T23:42:05.000Z,en,0,6,2,1,everyone,Stop the global climate change clock by stocking up on these tasty eco-friendly snacks. https://t.co/Jygx1GaEcr
1597012902841446400,1027377422600040449,1597012902841446400,2022-11-27T23:42:01.000Z,en,2,0,2,0,everyone,Ready to go Plant Based? #GoVegan #GlobalHeating #ClimateCrisis #Vegan #Covid #ClimateChange #OceanProtectionLeague #GenZEmergency #OceanProtectionLeagueGallery #Kindness #Pandemic #veganfood #plantbased #veganism #veganlifestyle #crueltyfree #sustainability https://t.co/8Ys1KojiFu
1597012802065268739,766027292145545216,1597012802065268739,2022-11-27T23:41:37.000Z,en,0,1,10,0,everyone,"I know that with world leaders listening to kids about climate change and policy we as humans have absolutely nothing to worry about. @SophiaKianni has some big shoes to fill, but thankfully she has @GretaThunberg on her side. #ClimateCrisis https://t.co/mjb23D2AqT"
1597012782183944192,753951104,1597012782183944192,2022-11-27T23:41:32.000Z,en,0,0,0,0,everyone,"""Experts"" Try to Debunk Ben on Climate Change--  Suspicious Observershttps://t.co/UWyNMuLi1K"
1597012690127712260,1382711087175450624,1597012690127712260,2022-11-27T23:41:11.000Z,en,1,0,2,0,everyone,"""YOU ARE THE CUTEST VTUBER EVER!!! how do you feel about climate change"" - THANK YOU !!!!!! I do not know much about climate change but I'm pretty sure it's bad #tellonym  https://t.co/TrZKaanK4r"
1597012673698598913,1274331110164529157,1597012673698598913,2022-11-27T23:41:07.000Z,en,0,0,0,0,everyone,"'Rich Dad Poor Dad' Author Says Economy Is Biggest Bubble In World History: 'God Have Mercy On Us All' https://t.co/pSbJSgdBi9 via @Yahoo god did not create the bubble, nor can god mercifully undo the bubble.  Like global warming, man caused it and man must fix it."
1597012669709811712,1115355188037079041,1597012669709811712,2022-11-27T23:41:06.000Z,en,0,0,0,0,everyone,the world is sick. climate change wars civil violence global murders political protests and poverty https://t.co/85ngaywOQb
1597012646695428096,10340482,1597012646695428096,2022-11-27T23:41:00.000Z,en,26,1,42,0,everyone,Indigenous peoples are not only at the frontlines of #deforestation — they also have the best knowledge on how to prevent it. The Canadian government is beginning to recognize and fund Cree land management practices. The U.S. should take notes 📝 ✍️  https://t.co/j1oO2oZ0Ps
1597012487534424064,1372622826323251203,1597012487534424064,2022-11-27T23:40:22.000Z,en,0,1,1,0,everyone,The climate change agenda is gathering all kinds of people together from multiple faiths and backgrounds as it sounds nice? But accomplishes nothing good!Clean energy is a cover story to give more power to the globalists and take away freedoms and tax and control the citizens.
1597012345837871105,465893108,1597012345837871105,2022-11-27T23:39:48.000Z,en,0,0,6,0,everyone,a good reason to care abt climate change is that if it stops snowing here i will move to wherever it’s still snowing and you all will miss me so much
1597012238183051265,146588334,1597012238183051265,2022-11-27T23:39:23.000Z,en,2,0,0,0,everyone,Notice a pattern? #GlobalWarming https://t.co/c81JRlWnhS
1597012062785241088,1442408319608516614,1597012062785241088,2022-11-27T23:38:41.000Z,en,0,0,0,0,everyone,"Hear me out. I would like nuclear fusion to become a practical power source. It would provide an inexhaustible supply of energy, without pollution or global warming. OH BROTHER"
1597011922636840960,4464358941,1597011922636840960,2022-11-27T23:38:08.000Z,en,0,0,0,0,everyone,"Hemp Can Be Crucial To Control Climate Change And It's Destined To Be Wildly Profitable, Win-Win? https://t.co/3yNIrh4pxO via @Yahoo"
1597011767896731648,1430619660219817987,1597011767896731648,2022-11-27T23:37:31.000Z,en,0,1,0,0,everyone,Biden &amp; Kerry are completely buffoons. America to pay $1 billion in reparations for Climate hoax. Biden has no authority to make such agreements. What about China? Biden cannot define climate change. 87K new IRS agents to harass  working class.  Dems voted for reckless policies
1597011734610739201,1400106018953125891,1597011734610739201,2022-11-27T23:37:23.000Z,en,0,0,0,0,everyone,BBC News - Climate change: Could centuries-old wheat help feed the planet?https://t.co/csewPxGkb8
1597011690885115904,1027711013771206657,1597011690885115904,2022-11-27T23:37:12.000Z,en,0,0,0,0,everyone,"+20 Celsius 2 weeks ago, -20 last week, +10 today.It's not global warming, it's global not making up it's mind. I feel like I'm dating the weather now, and I'm not even getting any sex out of the deal.I'm dumping you.  It's not me, it's definitely you."
1597011641270411264,1300429869319294976,1597011641270411264,2022-11-27T23:37:00.000Z,en,1,0,0,0,everyone,"Our storage containers as an offering @eha.eco can be refrigerated, frozen, microwaved, and dish washed - it stands the test of time.#renewablematerials ​#carbonfootprint #climatechange #environment #ecofriendly #sustainable #climateaction #globalwarming https://t.co/2GvB8m9hbB"
1597011543991853056,1594424760368144384,1597011543991853056,2022-11-27T23:36:37.000Z,en,0,0,1,0,everyone,"The Inflation Reduction Act delivers for American families, advances the most aggressive action on climate change in American history, and grows the economy from the bottom up and middle out.Thank you, President @JoeBiden and Democrats!"
1597011495061454849,848719970,1597011495061454849,2022-11-27T23:36:26.000Z,en,0,0,5,0,everyone,CNN reporting a severe “new robust storm system.” Bitch that’s an avocado. Thanks global warming! https://t.co/Of0ps7uoef
1597011464727851008,46359804,1597011464727851008,2022-11-27T23:36:18.000Z,en,36,38,264,4,everyone,"So we have a Professor saying this will be the last wave of COVID... well, ""that's my great hope"". Pretty scientific, right? What other 'great hopes' do we have for next year? Putin will change his mind about Ukraine? Global warming was just a faulty thermometer? https://t.co/KZhAL3WZ1s"
1597011388383232001,3304527353,1597011388383232001,2022-11-27T23:36:00.000Z,en,0,0,0,0,everyone,"likes a profile on Music2Deal Music-for-Nature against Climatechange, https://t.co/L82G15JuoM"
1597011376677216256,1479632623643369473,1597011376677216256,2022-11-27T23:35:57.000Z,en,0,3,2,0,everyone,Climate activists have proposed all dogs must be eliminated immediately because these are a threat to the global warming religion. https://t.co/sOnJ4uzUPU
1597011208229752833,1329848623467675649,1597011208229752833,2022-11-27T23:35:17.000Z,en,0,0,0,0,everyone,Jamil Jivani: The collateral damage of Trudeau's war on climate change https://t.co/tNreK0OmbH
1597010989450661889,1252795483141136386,1597010989450661889,2022-11-27T23:34:25.000Z,en,1,0,0,0,everyone,I'll take Freeman Dyson and Thomas Sowell over Al Gore and Noam Chomsky any day of the week. #GlobalWarming #ClimateCrisis #climatechange
1597010976011735040,40840621,1597010976011735040,2022-11-27T23:34:22.000Z,en,0,0,0,0,everyone,"""Experts"" Try to Debunk @SunWeatherMan on Climate Change https://t.co/RcAuwqUfRW This is where we find ourselves: #ClimateLiars infest @NASA SMH we are going backwards towards folks. The “experts” more interested in protecting their #ClimateChangeCult than providing Truth"
1597010917950377984,1342670627187126272,1597010917950377984,2022-11-27T23:34:08.000Z,en,0,0,4,0,everyone,aliyahinterlude’s look was more than just “moon boots and ear muffs on the beach” it was a political statement on climate change in a dystopian future not too far off from the one we’re headed towards. A cocktail of art and activism that has truly provoked the masses.
1597010749913673728,872518861,1597010749913673728,2022-11-27T23:33:28.000Z,en,0,0,0,0,everyone,Scientists search 300-year-old wheat archive to find toughest strains https://t.co/TcWJDzRkbb @MailOnline
1597010631638634498,15221598,1597010631638634498,2022-11-27T23:33:00.000Z,en,2,0,4,0,everyone,These #Drones are helping fight #ClimateChange through reforestation.  (Mashable) #Environment https://t.co/3UhlnGR3rm
1597010609371238400,1564958688254754816,1597010609371238400,2022-11-27T23:32:54.000Z,en,0,0,4,0,everyone,Climate change is a scam.
1597010505687740416,1374968033265864706,1597010505687740416,2022-11-27T23:32:30.000Z,en,115,50,640,5,everyone,"While the left is busy trashing @elonmusk, they won't mention how he released all of Tesla's patents and made them available for public use in an effort to fight climate change. While companies using his patents are embraced by our government, Tesla is relentlessly snubbed."
1597010504446353408,1393584356162158593,1597010504446353408,2022-11-27T23:32:29.000Z,en,1,0,0,0,everyone,"New Climate News: EPA, L.A.-Area Univar Solutions Settle Claims of Hazardous Waste Law Violations#climatecrisis #climateaction #esg #carbon #sustainability #netzero #climatescam #globalwarming #climatechangehttps://t.co/oaSr70ZmOF"
1597010483659550720,1220645502540083201,1597010483659550720,2022-11-27T23:32:24.000Z,en,0,0,1,0,everyone,I was fortunate in 1978 to be wise to the ''club of Rome'' charter to destroy the USA MIDDLE CLASS by creating an existential threat to mankind.That threat was called ''greenhouse effect''Today:Global warmingpurpose:kill national sovereignty allowing world govt
1597010302885056514,1588293330693226497,1597010302885056514,2022-11-27T23:31:41.000Z,en,0,0,0,0,everyone,What Is Climate Change? | United Nations https://t.co/hoe7WRRkDt
1597010273789181952,21232505,1597010273789181952,2022-11-27T23:31:34.000Z,en,0,0,0,0,everyone,"""...most education systems today are not preparing students and learners to adapt to [climate change] challenges, much less to address them.""https://t.co/SYvu2XjUn7"
1597010139969568769,3281126270,1597010139969568769,2022-11-27T23:31:03.000Z,en,2,1,0,2,everyone,"A panel incl Prof Jakelin Tory, Director of Indigenous Research, A/Prof Cameron Webb, Principal Hospital Scientist, Prof Joel Negin, School of Public Health will continue the discussion on impact of climate change @JoelNegin @JakelinTroy @Mozziebites#SydneyID2022 https://t.co/NZSd2kIWla"
1597010016141443072,959528418953056256,1597010016141443072,2022-11-27T23:30:33.000Z,en,0,0,0,0,everyone,Building greater climate change resilience with Africa Food Prize - https://t.co/IzvPlj6uOh https://t.co/42pXvM66Zk
1597009887263064065,907109165864124416,1597009887263064065,2022-11-27T23:30:02.000Z,en,0,0,0,0,everyone,Commissioning of Moree to Narrabri Inland Rail track https://t.co/VwU00FRePQ #InlandRail #transport #ClimateChange
1597009879411089408,35989673,1597009879411089408,2022-11-27T23:30:00.000Z,en,1,0,2,0,everyone,Here's why we're getting so many weather warnings these days. https://t.co/DUbwT00FM1
1597009876466601986,14050550,1597009876466601986,2022-11-27T23:30:00.000Z,en,2,0,4,0,everyone,FROM THE ARCHIVES: Scientists have long warned that society isn’t adapting quickly enough to keep pace with the accelerating impacts of climate change. That includes failing to protect a particularly vulnerable population: disabled people.https://t.co/K1Hs6l2Cai
1597009850663374850,43948964,1597009850663374850,2022-11-27T23:29:54.000Z,en,1,0,0,0,everyone,News (South Sudan and the Consequences of Climate Change: Islands of Suffering) has been published on https://t.co/RaBjl5DDcP - https://t.co/6A7dKinoUc
1597009623579766785,797593573,1597009623579766785,2022-11-27T23:28:59.000Z,en,19,0,29,0,everyone,And thats just from two LNG projects ! #auspol #fossilfuels #climatechange #safeguardourclimate https://t.co/So0GEl7Twq
1597009615626981378,27551118,1597009615626981378,2022-11-27T23:28:58.000Z,en,0,0,1,0,everyone,Kohler with some hard truths. Read this. #climatecrisis ⁦@AlboMP⁩ ⁦@Bowenchris⁩ ⁦@AustralianLabor⁩Climate change action – it's national suicide by politics https://t.co/NHaG4yAtJx
1597009611676008449,1232877512838893568,1597009611676008449,2022-11-27T23:28:57.000Z,en,0,0,0,0,everyone,shoutout global warming for the decent week of weather in november
1597009591111278594,1442408319608516614,1597009591111278594,2022-11-27T23:28:52.000Z,en,0,0,0,0,everyone,"I hate you already, but check this out. If each one of us does our bit, we will be helping to keep global warming from harming our countries. It's so simple,"
1597009575374618625,696190388214833154,1597009575374618625,2022-11-27T23:28:48.000Z,en,0,1,15,0,everyone,"Part of me feels like when we look back at the 20th/early 21st centuries from the future, Native ppl will be considered more important bc of our efforts to defend land, which will be seen as part of stopping climate change. On the other hand,"
1597009437893734400,281444446,1597009437893734400,2022-11-27T23:28:15.000Z,en,0,0,0,0,everyone,"The news tonight. Governments failing people (words of the people not me), nurses &amp; train personnel to strike, end of life care is not sufficient, island swallow itself, wheat&amp; the climate change cry. There is good news, he has risen, we only need to repent and believe"
1597009416456474625,864963501227487232,1597009416456474625,2022-11-27T23:28:10.000Z,en,0,0,0,0,everyone,Nurses Across the Borders seeks more partnership with Delta State on climate change
1597009293873905665,22653760,1597009293873905665,2022-11-27T23:27:41.000Z,en,2,0,3,0,everyone,"“...the incoming GOP majority plans to pressure companies on immigration, equality and climate change stances that are now being assailed by key Republicans as 'woke capitalism.'”#Climate #Politics #Businesshttps://t.co/s3WJPkx3fy"
1597008991418478592,1360992638363701251,1597008991418478592,2022-11-27T23:26:29.000Z,en,0,0,0,0,everyone,Success to all candidates #success  #ksce #kenya #sdgs #climatechange #fifaworldcup2022 #Qatar2022 #ksce #kenya #ksce #要要搞定個要 #wednesdaynetflix https://t.co/nsShPU8Jon
1597008973512990721,1488460186184519682,1597008973512990721,2022-11-27T23:26:24.000Z,en,2,1,28,1,everyone,"Its not a coincidence that @wef wants to cut down on nitrogen fertilizer radically and does it through ""climate change"" policies, because without nitrogen fertilizer, nearly half the global population would starve and die. Another tool in the toolkit to cull the population?"
1597008949274083329,1127143755499225088,1597008949274083329,2022-11-27T23:26:19.000Z,en,0,0,0,0,everyone,"Globally, nearly 80% of plastic waste ends up in landfills or nature &amp; less than 10% is recycled.To #BeatPlasticPollution &amp; mitigate its long-term impacts, we must reduce the production of plastic.@UNDP has more. ⬇️https://t.co/jW4GNRciCB"
1597008910971727874,2890343039,1597008910971727874,2022-11-27T23:26:10.000Z,en,0,0,1,0,everyone,I hope they 5x gas prices climate change is real
