id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1569475822356164608,93984265,1569475822356164608,2022-09-12T23:59:30.000Z,en,9,1,67,1,everyone,Want to fight climate change? Fight against low-density urban land use. It's the collective per-capita GHGs that we must focus on: https://t.co/yqF5ZdSLXj
1569475731922554880,604785002,1569475731922554880,2022-09-12T23:59:08.000Z,en,0,0,0,0,everyone,Great #learning  opportunity about one of the most consequential issues of our time. Join this stellar panel of experts for an extended live event and Q&amp;A session! #climatechange #migration 🗓 13th of September⏰ 9:00 AM EST Time🌐 Register at:…https://t.co/4Rv5bZwPjc
1569475726717472771,7228682,1569475726717472771,2022-09-12T23:59:07.000Z,en,3,0,7,0,everyone,European politicians don’t want you to know how their own climate-change policies are making an energy crisis worse. https://t.co/MoPRfQ5J8G
1569475701656412161,87227019,1569475701656412161,2022-09-12T23:59:01.000Z,en,1,0,0,0,everyone,Climate Change Adjustment internship in Tanzania in Africa
1569475510127951872,1554985794036813824,1569475510127951872,2022-09-12T23:58:15.000Z,en,0,0,0,0,everyone,I don't think climate change is about weather at all..🤔
1569475347296522240,947924695143387138,1569475347296522240,2022-09-12T23:57:36.000Z,en,0,0,0,0,everyone,Crackpot theory: meal kit delivery services exist as a psyop to ready us for the coming rationing resulting from climate change.
1569475343399911424,1257231852529573888,1569475343399911424,2022-09-12T23:57:35.000Z,en,0,0,1,0,everyone,"Bob Inglis to join conservative climate change talks at Utah Tech, SUU https://t.co/B5vGxaZSuk"
1569475342280146944,2802128429,1569475342280146944,2022-09-12T23:57:35.000Z,en,1,0,0,0,everyone,As if this needs to be said again… Time is quickly slipping away on our ability to forestall a near-certain future of unimaginable hardship for us humans. #EveryTonneNowMatters#TalkIsNotTonnes#CopOut27? @COP26⁩ #ClimateChange#GHG_emissions https://t.co/omwfgm1RUA
1569475255022030850,154629427,1569475255022030850,2022-09-12T23:57:14.000Z,en,1,0,4,0,everyone,😱😱just one small (large)example how healthcare is contributing to climate change. We NEED 2 change.  #coda22 #codachange @codachange https://t.co/E9D5cIp2yT
1569475206166753281,448014421,1569475206166753281,2022-09-12T23:57:03.000Z,en,0,0,0,0,everyone,"How Climate Change Can Impact the Health of Your Skin, Plus What to Do About It https://t.co/XAPNX8tgXH https://t.co/1WRE6P7o4e"
1569475016571473921,19050000,1569475016571473921,2022-09-12T23:56:18.000Z,en,2,4,3,0,everyone,The chief executive of the $200 billion fund manager IFM Investors warns of a collapse in superannuation savings of up to 40 per cent if there is no action on climate change. https://t.co/weFW7f16dW
1569474974888632320,1559726175420702720,1569474974888632320,2022-09-12T23:56:08.000Z,en,0,0,0,0,everyone,OH MY GOD.  THIS HAPPENS EVERY YEAR AND HAS SINCE THERE WERE ROADS IN THE COACHELLA VALLEY. THIS IS SUPPOSED TO SPELL CLIMATE CHANGE CALAMITY? WTF? STOP ALREADY DEMSIndian Canyon Dr. in Palm Springs remains closed due to flooding through at least Monday https://t.co/3JGZBEzTih
1569474943892455431,1551589002188308481,1569474943892455431,2022-09-12T23:56:00.000Z,en,0,0,0,0,everyone,"Extreme Weather: Understanding the Science of Hurricanes, Tornadoes, Floods, Heat Waves, Snow Storms, Global Warming, and Oth [RAAPOIM]https://t.co/1t7YqVdzQu"
1569474828742295552,1460021683482415105,1569474828742295552,2022-09-12T23:55:33.000Z,en,0,0,1,0,everyone,"The ""Climate Change Crisis"" will be over as soon as Democrats have secure, exclusive control, and we are a post-constitution communist oligarchy, the people are unarmed, poor, re-educated, submissive, obedient and Joe Biden and Barack Obama are celebrated as our Founding Fathers."
1569474811998654464,901579132848422913,1569474811998654464,2022-09-12T23:55:29.000Z,en,0,0,0,0,everyone,"Ocean fish stocks in danger without climate change action, say B.C. researchers https://t.co/7Jcq6plqUH via @BurnabyNOW_News"
1569474810199130113,4442303187,1569474810199130113,2022-09-12T23:55:28.000Z,en,0,0,0,0,everyone,"California’s cannabis farms are in serious danger from wildfires, study says https://t.co/9h78TF3fs2 https://t.co/Vd3Yq63wtp"
