id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text
1571343299608285185,1470869833826844673,1571287314575560704,2022-09-18T03:40:11.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571287314575560704'}]","@VF1Skullangel @elonmusk @Tesla @SpaceX Gift for you :-) #pixelfun #starship  Only made with the starship flight video frames from @elonmusk @spacexRT is cool, a follow is appreciated!!! If u dont like this !!! =&gt; reply with this command =&gt; @ppixelfun delete https://t.co/e4tnFhxPxb"
1571291739033407489,1356214141543968771,1571287287094472704,2022-09-18T00:15:18.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571287287094472704'}]",@askboomer1949 Wow!  The weather is going crazy as climate continues to warm. I hate to see what is coming and I mean just in the next two years alone.
1571287314722177025,706187543503630336,1571286916783276033,2022-09-17T23:57:43.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571287043895959552'}]",Is this related to why they stopped seeing me MAYBE
1571287043895959552,706187543503630336,1571286916783276033,2022-09-17T23:56:39.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1571286916783276033'}]",The answer is yes and there is absolutely going to be an energy war over this it’ll be like the next oil crisis imo
1571286665653800960,1538442919732219904,1571286419473334273,2022-09-17T23:55:08.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571286419473334273'}]",I'm a heretic for saying that shit and I have been isolated for such a long time that the walls are driving me crazy.
1571387891711877120,751872073,1571286126199033856,2022-09-18T06:37:23.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571286126199033856'}]","@dwnews West, china, india...Netherland's cows"
1571291320127488000,1213071420713881600,1571286126199033856,2022-09-18T00:13:38.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571286126199033856'}]","@dwnews Climate change is, of course, global."
1571290014578794498,1534986597103550469,1571286126199033856,2022-09-18T00:08:27.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571286126199033856'}]","@dwnews Sure, I'm guilty even for being White."
1571289285822914560,1163252912589430784,1571286126199033856,2022-09-18T00:05:33.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1571286126199033856'}]","@dwnews fact check: true. the west, with about 25% of the world's population, contributed 95% of global emissions before 1950, 80% by 1985, 60% today. https://t.co/tVXm0h8JTm"
1571286784910266368,621838816,1571286126199033856,2022-09-17T23:55:37.000Z,qme,0,0,1,1,"[{'type': 'replied_to', 'id': '1571286126199033856'}]",@dwnews https://t.co/GwMewMBGja
1571286399466504193,1422229579108806656,1571286126199033856,2022-09-17T23:54:05.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571286126199033856'}]",@dwnews That culprits https://t.co/8RgVi75sm7
1571291709505679362,24980793,1571285692063555585,2022-09-18T00:15:11.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1571285692063555585'}]","@avibarzeev its the loss of ""rationality"" thats been the pivot point in society."
1571968615431434240,3640078153,1571284919145402368,2022-09-19T21:04:58.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571284919145402368'}]",@chaplinlives George Clooney needed !
1571287344946286598,1626369426,1571284919145402368,2022-09-17T23:57:50.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1571284919145402368'}]",@chaplinlives You are so right. Fuck em all
1571293004966526976,411148247,1571284733669023752,2022-09-18T00:20:20.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1571284733669023752'}]",Go ahead: bring up the subject of climate change.Chances are high (and rising) that the person you're talking to is ready to talk about solutions.https://t.co/4SCGPNIzyu
1571380013781454851,1393853368632811520,1571284000479629314,2022-09-18T06:06:04.000Z,en,0,0,3,0,"[{'type': 'replied_to', 'id': '1571284000479629314'}]",@JoePajak @HalseyJane It is pure greed not ignorance. They no doubt get donations from these companies! Nevermind the pollution and earthquakes as long as they are richer 🤷
