id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1654274511112380418,95081561,1654274511112380418,2023-05-04T23:59:13.000Z,en,0,0,1,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/iSIOjfwfGS"
1654274470704455687,71485153,1654274470704455687,2023-05-04T23:59:03.000Z,en,0,0,1,0,everyone,The most mysterious forests on Earth are underwater https://t.co/j0yytdlQDB #businessandtech #feedly #environmental #sea #water #trees #environment #climatechange
1654274312030023681,1351243951559229440,1654274312030023681,2023-05-04T23:58:25.000Z,en,1,0,1,1,everyone,"You Asked: If CO2 Is Only 0.04% of the Atmosphere, How Does it Drive Global Warming?https://t.co/BYy3oOae1E"
1654274267985375233,2887322650,1654274267985375233,2023-05-04T23:58:15.000Z,en,5,0,9,0,everyone,"#Mentalhealth care community has a unique role in preparing for the challenges of #climatechange.      #MentalHealthAwarenessMonth""Climate-related shocks and other stressors associated with #depression and #anxiety...""https://t.co/YgGFEws2JX"
1654274196103651328,16670938,1654274196103651328,2023-05-04T23:57:57.000Z,en,0,1,0,0,everyone,Meet the fossil fuel-funded startup trying to take CO2 out of the ocean https://t.co/zn61Xeo4Nm via @verge J
1654274178302767107,1298986904302436353,1654274178302767107,2023-05-04T23:57:53.000Z,en,1,1,0,0,everyone,"The Earth's Energy Imbalance is Accelerating Global Warming. As a result, Global warming becomes more severe each day, thus exacerbating climate change impacts.#GREENLtd #earthenergyimbalance #globalwarming #climatechange #greenhousegas #png #papuanewguinea https://t.co/aGfhis6nYN"
1654274107582685184,1361744068066353156,1654274107582685184,2023-05-04T23:57:36.000Z,en,2,2,19,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/YdnlFOppMV"
1654274092303020032,1138860186372673536,1654274092303020032,2023-05-04T23:57:33.000Z,en,3,0,11,0,everyone,Most of the major Highways in the province were closed at some point today because of a grassfire and major flooding. The @bcndp are clearly not concerned about #ClimateChange despite having a supposed wake up call from 2021. Sign some more pipeline deals morons!
1654273990452727809,14678819,1654273990452727809,2023-05-04T23:57:08.000Z,en,0,0,0,0,everyone,United Nations General Assembly seeks historic climate change opinion from International Court of Justice https://t.co/BAvtqouxyM
1654273963793715201,1643502192865968128,1654273963793715201,2023-05-04T23:57:02.000Z,en,1,0,0,0,everyone,"Due to climate change, ocean temperatures are continuously warming. These warmer waters, especially in the Gulf of Mexico, are the perfect conditions for algae to excessively bloom. #W60Sustain #CPAnalysis"
1654273906340171776,66820511,1654273906340171776,2023-05-04T23:56:48.000Z,en,2,0,1,1,everyone,"A great read from @theilmatic ""The Tragedy on the Financial Horizon is Closer Than You Think"" https://t.co/EAdx8HomGd"
1654273819995955202,1646395428546441218,1654273819995955202,2023-05-04T23:56:28.000Z,en,0,0,0,0,everyone,Had Global Warming Before It Was Cool - Venus Planet Space Lover by Anasseinhttps://t.co/vAOmDTjdrK  #Astronomer #Astronomy #Galaxy #Lover #Planet #Solar #Space #System https://t.co/lIE494TPEw
1654273760713924608,1266563068223504389,1654273760713924608,2023-05-04T23:56:14.000Z,en,1,0,0,0,everyone,Big cities can be subjected to twice as much temperature increase: Euronews https://t.co/iOX7fCLUS4 MORE w/ EcoSearch: https://t.co/fSyyScybrN
1654273744280473601,2887322650,1654273744280473601,2023-05-04T23:56:10.000Z,en,1,0,3,0,everyone,"#Mentalhealth care community has a unique role in preparing for the challenges of #climatechange.    #MentalHealthAwarenessMonth""Climate Change Projected to Fuel Rise in #Suicide Deaths""https://t.co/4Odi8ADWgI"
1654273707567894528,2421517710,1654273707567894528,2023-05-04T23:56:01.000Z,en,0,0,7,0,everyone,Congratulations to the Marsabit #Kenya community for being featured as an example of how how #FMNR can contribute towards #climatechangeadaptation https://t.co/6sqW1xOdk4
1654273651385016322,883287223,1654273651385016322,2023-05-04T23:55:48.000Z,en,0,0,3,0,everyone,"""The central issue in my work now is how do you make climate change something people want to read about and learn more about and do something about."" - @SimonBWilson🎧️ LISTEN to the episode at https://t.co/j4RGoqY6Kt https://t.co/QNyr3dYPdc"
1654273639611781125,989013553473454081,1654273639611781125,2023-05-04T23:55:45.000Z,en,1,0,2,0,everyone,"Even as he prepares to leave office, Jay Inslee is pushing for #ClimateAction https://t.co/F1Tp76VjtU"
1654273499870162944,25882911,1654273499870162944,2023-05-04T23:55:11.000Z,en,36,10,90,1,everyone,Climate change 101A.Lots of CO2 in the Northern Hemisphere.No CO2 in the Tropics.Some CO2 in the Southern Hemisphere. https://t.co/Hz0tkCmzYk
1654273474234392578,97226830,1654273474234392578,2023-05-04T23:55:05.000Z,en,0,0,3,0,everyone,"MCC's local partners are working to  help make a difference, but we need your support. Learn how you can support the most vulnerable people in communities around the world who are impacted by #climatechange.Take action to change climate policies: https://t.co/yHzLwik1Mo https://t.co/d4hiaSF1hm"
1654273463719284737,61639856,1654273463719284737,2023-05-04T23:55:03.000Z,en,4,0,4,0,everyone,"As we work towards a green future, we must challenge the violence of colonialism. Efforts to fight climate change must be led by and center the rights of Indigenous peoples, ensuring their voices and knowledge are at the forefront. #IndigenousKnowledge https://t.co/CPyrL2aWWg"
1654273370261794818,2887322650,1654273370261794818,2023-05-04T23:54:41.000Z,en,1,0,0,0,everyone,"#Mentalhealth care community has a unique role in preparing for the challenges of #climatechange.    #MentalHealthAwarenessMonth ""It May Not Be Long Before We're All Suffering from Climate #Trauma""https://t.co/choeGJxsBg"
1654273352364638208,80749501,1654273352364638208,2023-05-04T23:54:36.000Z,en,53,14,81,9,everyone,"Flood insurance costs soar in South Florida. New rates to double, even triple for many https://t.co/5htLm1dMLH"
1654273335675752449,65434819,1654273335675752449,2023-05-04T23:54:32.000Z,en,0,0,0,0,everyone,Climate change language removed from proposed Utah science standards https://t.co/Mif8nkbtVA https://t.co/zPSFnfgfJO
1654273153923969024,706981866,1654273153923969024,2023-05-04T23:53:49.000Z,en,40,12,96,3,everyone,“Population decline is only a threat to an economy based on growth. Shifting to a model based on degrowth and equity alongside lower fertility rates will help fight climate change and increase wealth and well-being.” https://t.co/3wZWYCCgTh
1654273037305548805,1478053650660409344,1654273037305548805,2023-05-04T23:53:21.000Z,en,0,0,0,0,everyone,Protecting old growth forests is one of the best things we can do to mitigate the impacts of #climatechange. Sign the @standearth petition to protect the last giant trees from logging! #bcpoli https://t.co/8bbCyKGhYx
1654272872842395649,431093060,1654272872842395649,2023-05-04T23:52:42.000Z,en,0,0,0,0,everyone,America’s largest banks are failing on climate change. Tell them all to stop funding fossil fuels now!  https://t.co/SKTR8mfKEo
1654272818861981696,1558057890736648192,1654272818861981696,2023-05-04T23:52:29.000Z,en,0,0,0,0,everyone,Climate Change creatives is an Instagram page created to promote a project my group in class are working on. Still currently a work in progress. 🦈 #bcm112  https://t.co/d3qWrfxhXT
1654272797823356928,1577130817582555136,1654272797823356928,2023-05-04T23:52:24.000Z,en,3,0,7,1,everyone,Field visit by @wcs_png to @InitiativeKiwa WISH+ beneficiary communities in 🇵🇬 where #sustainable #vanilla production was developed as a priority #NbS intervention that ⬇️ #logging pressure on the primary #forests &amp; fosters #climatechange mitigation.  #KiwaInitiative 🇪🇺🇫🇷🇨🇦🇦🇺🇳🇿 https://t.co/89OaBpXxqJ
1654272710808068097,1577505862775611392,1654272710808068097,2023-05-04T23:52:03.000Z,en,0,0,0,0,everyone,Clean Energy's Dark Side: Exploitation and Devastation (Senate Hearing: Diagnosing the Health Costs of Climate Change) #DarkSideofCleanEnergy #HumanExploitation #EnvironmentalDevastation #RenewableNightmare #SolarHorror #BatteryAbuse #ExploitedMiners #uyghurmuslims… https://t.co/QtRCtuwY9W https://t.co/R18X6eoOWK
1654272470960988160,1347287832,1654272470960988160,2023-05-04T23:51:06.000Z,en,2,1,1,0,everyone,"""Of course, just what practices are considered truly sustainable remains debated.""In our new #CleanEnergy issue, @MISCCAN's @JodeyNurse with ""Farming as Weathervane: Climate Change and Canadian Agriculture"":https://t.co/11AERYExUo #cdnpoli https://t.co/caLZbzhHWb"
1654272463138877440,85920748,1654272463138877440,2023-05-04T23:51:04.000Z,en,0,0,0,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?' #news #breaking #fox https://t.co/LU2F1pWC6C https://t.co/9W2vifEjAY"
1654272458386722816,3341560641,1654272458386722816,2023-05-04T23:51:03.000Z,en,1,0,0,0,everyone,Ukraine war 'a warning shot' for possible future energy shortages | The Independent https://t.co/AvZ02LMzDz
1654272212659064832,15593696,1654272212659064832,2023-05-04T23:50:05.000Z,en,1,7,8,0,everyone,"When the Utah State Board of Education meets on Thursday, May 4, they will have a controversial topic to discuss - whether the term ""climate change"" is too politically charged to be taught to students. #8NN https://t.co/Eq2zuS4Ynt"
1654271938166923265,1489325682094137345,1654271938166923265,2023-05-04T23:48:59.000Z,en,0,0,0,0,everyone,"Definitely difficult to get things going, but striving towards these clean energy goals are a step in the right direction towards addressing climate change. #22https://t.co/PnfUL3cFMU"
1654271797267922944,14705744,1654271797267922944,2023-05-04T23:48:26.000Z,en,0,0,0,0,everyone,"""Climate security researcher Dr Elizabeth Boulton, a former Australian Army logistics officer, says we know worse is on its way. When it arrives, people will want solutions.” https://t.co/JkxfnkB7gr"""
1654271650215645185,347334263,1654271650215645185,2023-05-04T23:47:50.000Z,en,0,0,0,0,everyone,"Save on GREEN Hosting from HostGator! Use 25% OFF COUPON CODE: ""Get25OffHG"" https://t.co/HLk3yp1Muu #webhost #webhosting #climatechange"
1654271649527779331,1228099548494495745,1654271649527779331,2023-05-04T23:47:50.000Z,en,0,0,0,0,everyone,This is what the world will look like in 100 years if we do nothing to stop climate change https://t.co/6IK9p5bTQG
1654271545152356352,1389449753323315201,1654271545152356352,2023-05-04T23:47:25.000Z,en,0,1,1,0,everyone,"Just our luck!…we just added fried rice to our menu. Hope this doesn’t increase prices on rice by much, actually I hope the rainfall doesn’t happen at all. That damn climate change….https://t.co/p0VjMHcwo2 https://t.co/Vf2MnrG94J"
1654271528458919937,1645215924058824705,1654271528458919937,2023-05-04T23:47:21.000Z,en,0,0,0,0,everyone,"Attention Please:Kennedy stumps Biden official on $50 trillion price tag to fight climate change: 'You don't know, do you?'https://t.co/wkein7Zhuz"
1654271408296345602,1347287832,1654271408296345602,2023-05-04T23:46:53.000Z,en,0,0,0,0,everyone,"""It’s essential that Canada’s public and private sectors work together to address climate change and this year’s budget marks a milestone.""In our new #CleanEnergy issue, @hscoffield of @BizCouncilofCan with ""The Business Case for a Smart Transition"":https://t.co/6tc9HW7C11 https://t.co/M21IiCKBR7"
1654271398662098945,1586364423031197699,1654271398662098945,2023-05-04T23:46:50.000Z,en,0,0,0,0,everyone,"WATCH: ⁦@SenJohnKennedy⁩ stumps #Biden official on $50 trillion cost to fight #climatechange: 'You don't know, do you?' He won’t answer the question because there is no answer. Human-caused climate change is one of the biggest frauds in history https://t.co/LvZJBAb0NR"
1654271335265185792,54735243,1654271335265185792,2023-05-04T23:46:35.000Z,en,0,0,1,0,everyone,Debunking Climate Change Myths and Misinformation - Alliance Annual Conf... https://t.co/koVBlzhQX7 via @YouTube
1654271267887874049,1645215924058824705,1654271267887874049,2023-05-04T23:46:19.000Z,en,0,0,0,0,everyone,"Live From Chambers.@TuckerCarlson🇺🇲Reign It In.WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/t3EPtQ8LrM"
1654271189127245824,312650979,1654271189127245824,2023-05-04T23:46:01.000Z,en,0,1,0,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?' https://t.co/jNUmcRfV6G #FoxNews"
1654271158638788608,3520447213,1654271158638788608,2023-05-04T23:45:53.000Z,en,0,0,0,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/ICZ6DIv9uM"
1654271155279200257,134519108,1654271155279200257,2023-05-04T23:45:52.000Z,en,0,0,1,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/ikVSDSLQ83"
1654271078582165505,1217188288458395648,1654271078582165505,2023-05-04T23:45:34.000Z,en,0,0,2,0,everyone,Will climate change be purged from the new science standards for Utah’s public schools?#uted#utpol https://t.co/mF5A1JSheR https://t.co/cxQkqcgVkg
1654271028938326016,3959239394,1654271028938326016,2023-05-04T23:45:22.000Z,en,0,0,0,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/GEKa7kaLaU#DemocratsDividingandDestroyingAmerica #DemocratsHateAmerica Thank you ⁦@SenJohnKennedy⁩"
1654270946981675008,722186131891187712,1654270946981675008,2023-05-04T23:45:03.000Z,en,0,0,1,0,everyone,How melting ice due to climate change is having surprising global effects : NPR https://t.co/IW6fFec70B
1654270811417759744,1455249668779118592,1654270811417759744,2023-05-04T23:44:30.000Z,en,0,1,0,0,everyone,Love this!!  https://t.co/eM6ekfkhVi
1654270809924587520,1144115297281957890,1654270809924587520,2023-05-04T23:44:30.000Z,en,2,1,6,0,everyone,it's da global warming I tellz ya 🤪 https://t.co/nOFqWsQLLc
1654270776051212288,2860711644,1654270776051212288,2023-05-04T23:44:22.000Z,en,0,0,0,0,everyone,"Whether climate change is the result of human behaviors, natural influences, or both is widely debated. But there's no question that politics is the motive behind climate change efforts.We can be certain: Raising taxes will not stop climate change!https://t.co/FrDLSei3Xt https://t.co/XYH5ZcocTv"
1654270768535019520,1512820544848252941,1654270768535019520,2023-05-04T23:44:20.000Z,en,1,0,3,0,everyone,I think this is our sign to take this Global Warming thing serious because all a we cya just a go through menopause one time so
1654270725107204099,19543597,1654270725107204099,2023-05-04T23:44:10.000Z,en,0,0,0,0,everyone,"To get science funding, tack on ""climate change"" to your project.  https://t.co/cF9Bgp7knv"
1654270563458662402,916132285379960832,1654270563458662402,2023-05-04T23:43:31.000Z,en,0,0,0,0,everyone,Dan Pena Annihilates the Global Warming Agenda https://t.co/Lz7rAntPdx via @YouTube
1654270504163852289,16929998,1654270504163852289,2023-05-04T23:43:17.000Z,en,0,0,1,0,everyone,"https://t.co/RDgawSBi9YRFK Jr. Says Climate Change Being Exploited To Push 'Totalitarian Controls'++++Well, knock me over with a feather! He's finally telling us the root of political evil, which is the NWO OWG cabal.Strike the Root! https://t.co/dOeS6FcfCR"
1654270443732213764,3579796992,1654270443732213764,2023-05-04T23:43:03.000Z,en,2,0,4,0,everyone,"CRG-@IWM_Vienna  is organising a #workshop for #teacher on how to teach #migration &amp;  #climatechange &amp; #migration,#community approaches to teaching migration, #alternate teaching resources, #ethnographic &amp; #anthropological approaches Apply: CV, SOP at  https://t.co/kNC0AUM9G8 https://t.co/SXscRoHsSq"
1654270394272997377,1493125154775257090,1654270394272997377,2023-05-04T23:42:51.000Z,en,1,3,28,0,everyone,"Sometimes I think,Climate Change and sea level rises is just one giant Real Estate scam.You know, so the crooks can buy up waterfront discounted property. 🤔 https://t.co/Tk1AN4XyFz"
1654270389843795974,1608985117938032640,1654270389843795974,2023-05-04T23:42:50.000Z,en,0,0,0,0,everyone,"Kennedy stumps Biden official on $50 trillion price tag to fight climate change: 'You don't know, do you?' |  https://t.co/gkRB42y4A3"
1654270235808071684,4692240330,1654270235808071684,2023-05-04T23:42:13.000Z,en,0,0,0,0,everyone,"WATCH: Kennedy stumps Biden official on $50 trillion cost to fight climate change: 'You don't know, do you?'https://t.co/TZ4ZxDLNeLSenator Graham. We don’t need $50 trillion to lower climate temperatures. We need common sense solutions. That’s thermal."
1654270187892252672,68991446,1654270187892252672,2023-05-04T23:42:02.000Z,en,1,3,6,0,everyone,Why You Are Going to Need Climate Change Insurance - https://t.co/dve3Nj5JUt https://t.co/DM58aQXajR
1654270102781693952,1405949898604703744,1654270102781693952,2023-05-04T23:41:42.000Z,en,2,1,9,0,everyone,"56% of young people polled think humanity is ""doomed"". @cpaws' @johnwhidden2 tells us how &amp; why he's working to help students understand #climatechange, learn about solutions, &amp; take action.📺 FULL: https://t.co/5QzoLHcJJX📷 FULL: https://t.co/Mxx7JBsdFq… #MentalHealthWeek https://t.co/RdRQM0Q3Ib"
1654270088323772417,810071166,1654270088323772417,2023-05-04T23:41:38.000Z,en,0,0,0,0,everyone,The climate change that will destroy this nation is not the #weather but the #climate change in the #WH
1654270081461805056,533396109,1654270081461805056,2023-05-04T23:41:36.000Z,en,0,0,0,0,everyone,It is outrageous that an oil executive will be president of #COP28. I join 425+ groups demanding #BigPolluters no longer be allowed to undermine the global response to climate change.  Talk about a fox in the henhouse! @StopCorpAbuse
1654270064126820353,1421597985046032386,1654270064126820353,2023-05-04T23:41:32.000Z,en,1,0,1,0,everyone,"breaking news, urgent now and beyond future! save our education, action now - save our loving Planet, save our loving animal, climate change impact, action now! save our supreme court blue wave Party! https://t.co/wuKzEV2CZu"
1654270060670644226,1433938321089220616,1654270060670644226,2023-05-04T23:41:31.000Z,en,1,1,0,0,everyone,The #Globalwarming #ClimateCrisis #ClimateAction #ESG #ClimateScam BEST Climate Clip I've EVER seen - What do you think?? #SCIENCE https://t.co/GRMfnUiomh via @YouTube
1654270053326487554,27060476,1654270053326487554,2023-05-04T23:41:30.000Z,en,0,0,0,0,everyone,FEMA’s new flood insurance rates to soar in South Florida | Miami Herald https://t.co/i4QQ9VAmuT
1654270010733342721,1482366940861640708,1654270010733342721,2023-05-04T23:41:20.000Z,en,0,0,0,0,everyone,Republican Louisiana Sen. John Kennedy stumped a Biden administration official over the benefits of the $50 trillion price tag to make the U.S. carbon-neutral. https://t.co/QivjXBykuv
1654270009491816448,1038963055693103104,1654270009491816448,2023-05-04T23:41:19.000Z,en,6,2,11,0,everyone,Republican Louisiana Sen. John Kennedy stumped a Biden administration official over the benefits of the $50 trillion price tag to make the U.S. carbon-neutral. https://t.co/ZM0Z4W0Cdo
1654269990835752961,1524170454432313344,1654269990835752961,2023-05-04T23:41:15.000Z,en,0,1,0,0,everyone,"Lake Tulare, which was drained decades ago, is forcing residents of nearby towns to evacuate as it continues to accumulate water. Lake Tulare may get bigger than Lake Tahoe, once again.#ClimateCrisis #ClimateChange #GlobalWarming #GlobalCooling"
1654269949257342978,2176439539,1654269949257342978,2023-05-04T23:41:05.000Z,en,0,0,0,0,everyone,Love it! Ignorant Democrat! https://t.co/skxjLogz5p
1654269912662294528,1512490729112711169,1654269912662294528,2023-05-04T23:40:56.000Z,en,0,0,0,0,everyone,https://t.co/uEXO2DsowUThis is why they’re attacking the court. This case could have huge implications on restoring Constitutional liberties and limiting unelected DC bureaucrats’ power.
