id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1600641196153528320,1301152185833713666,1600641196153528320,2022-12-07T23:59:34.000Z,en,0,0,0,0,everyone,"Developed countries failed to provide the $100 billion pledged to developing countries every year by 2020. Now, #ClimateFinance must be overhauled.#GlobalNews #FinancialNews #ClimateChange https://t.co/ZwICYYceGl"
1600641135869063168,1598141737364779010,1600641135869063168,2022-12-07T23:59:19.000Z,en,1,0,1,0,everyone,OK SHEEPIES. Ready to be controlled? Completely.  https://t.co/SXnkNbYMAf https://t.co/wDMhe1SWFC
1600641085298065408,236602616,1600641085298065408,2022-12-07T23:59:07.000Z,en,0,0,1,0,everyone,"New tumble dryer delivered today, Q.. How do the “elite”dry their clothes in the winter months? Whilst promoting climate change?"
1600641040092102656,1339352175152164865,1600641040092102656,2022-12-07T23:58:57.000Z,en,0,0,0,0,everyone,They want to lock you up in the name of climate change… and then approve a coal mine 🤣🤣🤣🤣🤣
1600640936089903105,1559302391459155970,1600640936089903105,2022-12-07T23:58:32.000Z,en,0,0,3,0,everyone,"Due to “Climate Change”, the light at the end of the tunnel has been turned off."
1600640927529254912,960390515849121793,1600640927529254912,2022-12-07T23:58:30.000Z,en,0,0,0,0,everyone,"I believe climate change is best described by this one quote from Oprah: 'For everyone of us that succeeds, it's because there's somebody there to show you the way out. The light doesn't always necessarily have to be in your family; for me it was teachers and school.'"
1600640807412932613,1262816724514148353,1600640807412932613,2022-12-07T23:58:01.000Z,en,0,1,2,0,everyone,"After the token #Trump hit piece segment, liberal mouthpiece @NorahODonnell tells the folks that hurricanes have been made stronger due to climate change …."
1600640761359392770,1519325791556935680,1600640761359392770,2022-12-07T23:57:50.000Z,en,0,0,0,0,everyone,If you're a democrat and having problems debating people there were just three things you have to know  1) its climate change 2) it's racist and if they don't work 3 ) it's Trump's fault. this play book is all you need to know to be a good social Democrats communist.
1600640743508365312,705173917342666752,1600640743508365312,2022-12-07T23:57:46.000Z,en,0,0,0,0,everyone,Harry is claiming weird things about the dangers of global warming eventually
1600640649929232385,40601552,1600640649929232385,2022-12-07T23:57:24.000Z,en,1,0,1,0,everyone,UK city defends new ‘climate lockdown’ policy — RT World News https://t.co/OKQQNVyNof
1600640581117657088,4048212167,1600640581117657088,2022-12-07T23:57:07.000Z,en,4,1,13,0,everyone,"So, Rishi Sunak. You send Billions abroad to saysorry for Britains part in `Climate Change`...as inthe `Ind. Revolution`.You go to Climate Meetings in Big Planes.Saying we `need net Zero`.NOW...you open `Coal Mines` in the U.K.Sending 85% Abroad.!You Cannot Make this up!"
