id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text
1555678139795140608,2388069542,1555678139795140608,2022-08-05T22:12:26.000Z,en,0,0,5,0,"[{'type': 'quoted', 'id': '1554980230195884032'}]","A great seminar with @JAPANinSF, state representatives &amp; community leaders to discuss the impacts of #ClimateChange. https://t.co/d7nMrxRGgn"
1555340893850181632,304571606,1555340893850181632,2022-08-04T23:52:20.000Z,en,0,0,3,0,"[{'type': 'quoted', 'id': '1554980230195884032'}]","It was an honor for our Board Chair, Larry Greenwood to attend this seminar. Thank you! https://t.co/EWigav5lFH"
1555288808215777283,1235026426501328898,1555288808215777283,2022-08-04T20:25:22.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554979445903171585'}]",Wouldn't bet against it 😂 https://t.co/OQmZHYxGxM
1555389322010001409,493182853,1555389322010001409,2022-08-05T03:04:46.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554978073526894594'}]",Well there is that https://t.co/EtZgT1CpOJ
1555369078105296896,1325542926403870720,1555369078105296896,2022-08-05T01:44:20.000Z,en,1,0,0,0,"[{'type': 'retweeted', 'id': '1555267295240396800'}]",RT @Richdogger: I believe Senator Batters lost her husband to suicide not that long ago and has to endure a tweet like this from one of the…
1555364416794886146,609432652,1555364416794886146,2022-08-05T01:25:48.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554978073526894594'}]","It’s the part “ on” the broom, that’s most concerning on how he travelled https://t.co/cxrCV5p2R2"
1555267295240396800,1035096356,1555267295240396800,2022-08-04T18:59:53.000Z,en,1,4,2,0,"[{'type': 'quoted', 'id': '1554978073526894594'}]",I believe Senator Batters lost her husband to suicide not that long ago and has to endure a tweet like this from one of the lowest at @929TheBull you’re scum dude https://t.co/3rWmZcepNi
1555251149418033152,2610664382,1555251149418033152,2022-08-04T17:55:43.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554978073526894594'}]",Lol I needed this giggle. https://t.co/stxyZqylZp
1555036071372926976,17012824,1555036071372926976,2022-08-04T03:41:05.000Z,qme,0,0,1,0,"[{'type': 'quoted', 'id': '1554977164147171330'}]",#cowx #Sustainability https://t.co/SByBp32OCB https://t.co/VYl0tZgvOf
1554979845460750336,2445652957,1554979845460750336,2022-08-03T23:57:39.000Z,en,0,0,16,0,"[{'type': 'quoted', 'id': '1554977164147171330'}]","If we can get more Protect Our Winters stickers on as many Range Rovers as possible, it should help. https://t.co/SmplynM8Pq"
1554977388999483393,45690680,1554977388999483393,2022-08-03T23:47:54.000Z,en,0,1,2,0,"[{'type': 'quoted', 'id': '1554977164147171330'}]","As @NickRiccardi would say.. ""endless screaming.."" https://t.co/GJGfYcyd9V"
1554978826244988928,770656270986645506,1554978826244988928,2022-08-03T23:53:36.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554977025160519680'}]",Save our planet. Fight Big Oil. https://t.co/8ZEM0LUtjo
1555279640843124736,1350599082436251649,1555279640843124736,2022-08-04T19:48:56.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1554975715824893952'}]","Chris appears to forgotten history...KRudd won big in 07 with 83 seats, he was punted and Gillard forced to minority govt less than 3y later at the next election.Albo has 77 seats. Not much room to move https://t.co/joJPbtY1p8"
1555003559531651072,1293378665896542208,1555003559531651072,2022-08-04T01:31:53.000Z,en,1,0,0,0,"[{'type': 'retweeted', 'id': '1554980956515487744'}]",RT @grazinggoat66: 32.6% ALP primary vote.35.7% Coalition Primary vote.They are credible to a much higher percentage of the population t…
1554980956515487744,1130125796,1554980956515487744,2022-08-04T00:02:04.000Z,en,1,1,12,0,"[{'type': 'quoted', 'id': '1554975715824893952'}]",32.6% ALP primary vote.35.7% Coalition Primary vote.They are credible to a much higher percentage of the population than you Brisket..#BrisketBelongsinaSlowCooker #LowAndSlow https://t.co/BER9IkOxOv
1555067033972359168,2863573469,1555067033972359168,2022-08-04T05:44:07.000Z,fi,0,0,0,0,"[{'type': 'quoted', 'id': '1554975590410727430'}]",Ilmastonmuutos. https://t.co/OR1loVcK9D
1555530409475280896,429000796,1555530409475280896,2022-08-05T12:25:24.000Z,lt,0,0,0,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]",Anti  Irish Politicians https://t.co/dSxRcLHoiB
1555507042298871811,1134429008228245504,1555507042298871811,2022-08-05T10:52:33.000Z,qam,0,0,0,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]",@IFAmedia @icmsa @McConalogue https://t.co/hP559RqEAi
1555474946914193408,1278448951679750145,1555474946914193408,2022-08-05T08:45:01.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]",Worse cycle than the one we have now. @MichealMartinTD time to intervene with the Green policy. https://t.co/I4J2YZ01Qz
1555294704136294406,243846802,1555294704136294406,2022-08-04T20:48:48.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]","As the great #MarcBolan / #Trex once said… “I gotta Rolls Royce, cause it’s good for my voice” same kinda logic fooling the Children of the Revolution again &amp; again https://t.co/NF56gKZ02f"
1555291073282547713,1017743141057818627,1555291073282547713,2022-08-04T20:34:22.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]",If our political leaders and activist friends feel better about themselves then destroying the Amazon is worth it. https://t.co/TtLicCye01
1555268918381613058,207639799,1555268918381613058,2022-08-04T19:06:20.000Z,en,0,0,1,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]","Yes we are, we need to wake up before it's too late#Ireland #agriculture https://t.co/FaZjIxnmLq"
1555252064816709635,119490186,1555252064816709635,2022-08-04T17:59:22.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1554975281290657793'}]",How right you are Aoife https://t.co/z6RuEZ0rqg
1555227393815707651,1344213373056151552,1555227393815707651,2022-08-04T16:21:20.000Z,en,1,0,0,0,"[{'type': 'retweeted', 'id': '1555205442900484097'}]",RT @MarieRuss68: A complete farce!
