id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text
1637663901931253761,3242844199,1637603989284958210,2023-03-20T03:54:35.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1637603989284958210'}]",@JosiahHawthorne No worries humans will adapt to whatever comes our way.
1637605892492337153,1286012795356684294,1637603989284958210,2023-03-20T00:04:04.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1637605590066233344'}]",@JosiahHawthorne Topped it off with Civil Rights Movement and I swear I didn't know if we'd made it through the 20th C when I started freshman psychology in college. Abnormal psych cleared so much up for me.
1637605590066233344,1286012795356684294,1637603989284958210,2023-03-20T00:02:52.000Z,en,0,1,2,0,"[{'type': 'replied_to', 'id': '1637603989284958210'}]","@JosiahHawthorne The kids have so much existential angst now. I lived it because they taught us WWII, the genocide of Native Americans, and midcentury genocides all within the course of 10th and 11th grade, then switched straight to Camus and Chinua Achebe..."
1637605127048634370,1416439596716593156,1637603989284958210,2023-03-20T00:01:02.000Z,en,0,0,0,0,"[{'type': 'replied_to', 'id': '1637603989284958210'}]",@JosiahHawthorne Need some help with the paper?
1637604585094238208,864232758,1637603989284958210,2023-03-19T23:58:52.000Z,en,0,0,2,0,"[{'type': 'replied_to', 'id': '1637603989284958210'}]","@JosiahHawthorne #climateanxietyI try to remind myself how freaked out people were about global cooling in the 70s and just hope ""things will take an unexpected positive turn"""
1637616872437989377,1433309585339678723,1637603134305603584,2023-03-20T00:47:42.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1637612254509289474'}]","@fn1949 so full circle , yes racism. https://t.co/uhKlA7Yvn2"
1637616681760743424,1433309585339678723,1637603134305603584,2023-03-20T00:46:57.000Z,en,0,0,1,0,"[{'type': 'replied_to', 'id': '1637612254509289474'}]","@fn1949 now your pushing it jeff the indigenous decided long ago what gender the earth was and its racist to assume they mis gendered her, I think https://t.co/m0jmdfuoRx"
1637612254509289474,1963806752,1637603134305603584,2023-03-20T00:29:21.000Z,en,0,2,1,0,"[{'type': 'replied_to', 'id': '1637611530727624704'}]",@mantra_sam How dare you assume Earths Gender😤😠😡🤬🤯
1637608780384059392,1963806752,1637603134305603584,2023-03-20T00:15:33.000Z,en,0,1,1,0,"[{'type': 'replied_to', 'id': '1637605554238681089'}]",@mantra_sam Sooooo Racism????😜
1637605554238681089,1433309585339678723,1637603134305603584,2023-03-20T00:02:44.000Z,en,0,1,0,0,"[{'type': 'replied_to', 'id': '1637603134305603584'}]","@fn1949 Jeff, I'm afraid to tell you this, but it's actually the patriarchal system that cause earthquakes , you see the weight of men's egos where's down the tectonic plates that are formed by feminine mother earth. Some times she just needs to shake it off."
