id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,referenced_tweets,text
1574586339361710081,899064894477275137,1574570257678622721,2022-09-27T02:26:52.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1574186827489202176'}, {'type': 'replied_to', 'id': '1574585474332639243'}]","@AnyaKesey @laurieallee It's absolutely about population reduction. I think primarily in the global (non white south) more than domestically, as domestic citizens are considered collateral damage to imperalistic objectives.https://t.co/Bym9w8cJJO"
1574234778685014018,899064894477275137,1574231340177756163,2022-09-26T03:09:53.000Z,qme,0,0,0,0,"[{'type': 'quoted', 'id': '1574186827489202176'}, {'type': 'replied_to', 'id': '1574233854742827009'}]",@ghostfinity https://t.co/QlRYhQkoIY
1574186467315720192,1571355912107069441,1574186467315720192,2022-09-25T23:57:55.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1574185464654807041'}]",@NickCannon interested in hosting #debate for #ElectionDay @potus #HurricaneIan #micdrop #funkmasterflexnight #funkmasterflexnight @HOT97 @BET @BLMLA @TELEMUNDO52 @Univision @Noticias41 I don't think just #elections make #worldleaders it's #actions @un @hrc https://t.co/c183yy4jjD
1575431152642543618,1159803467399094273,1575431152642543618,2022-09-29T10:23:51.000Z,en,5,0,0,0,"[{'type': 'retweeted', 'id': '1574216021627604994'}]",RT @MilesGrant: Reminder that “rising temperatures caused by climate change” is like saying “a wave of deaths caused by people not breathin…
1575357177253937154,2780219130,1575357177253937154,2022-09-29T05:29:54.000Z,en,11,0,0,0,"[{'type': 'retweeted', 'id': '1574214222036471808'}]",RT @Oceanwire: This is a MUST WATCH 🌊#ClimateEmergency #ClimateAction
1574648427245293568,14330177,1574648427245293568,2022-09-27T06:33:35.000Z,en,0,0,0,0,"[{'type': 'quoted', 'id': '1574184770615001088'}]","Hey #Bitcoin community, #ClimateCrisisIsReal!!!  What’s your deal with #ESG? Sincerely asking… https://t.co/nSp6kWrY27"
1574554446377328640,158936321,1574554446377328640,2022-09-27T00:20:08.000Z,en,2,0,0,0,"[{'type': 'retweeted', 'id': '1574362141431398402'}]",RT @sas_cleanenergy: 👀Watch this clip from  @60Minutes  and then ask yourself “is there something I can do to stop using fossil fuels?” The…
1574543097874337807,1169316427,1574543097874337807,2022-09-26T23:35:02.000Z,en,2,0,0,0,"[{'type': 'retweeted', 'id': '1574269135441502208'}]",RT @mbarcodia: Check out @MiamiRosenstiel @rescueareef @coralprof and @livwilliamson on 60 minutes about coral restoration and work to buil…
1574520464269008913,1323425937262845952,1574520464269008913,2022-09-26T22:05:06.000Z,en,2,0,0,0,"[{'type': 'retweeted', 'id': '1574186605489037312'}]",RT @MARYWICKER20: All the money being wasted for this Climate HOAX 😣😠🤢😡🤬👇👇
1574489782360719371,17092444,1574489782360719371,2022-09-26T20:03:11.000Z,en,5,0,0,0,"[{'type': 'retweeted', 'id': '1574216021627604994'}]",RT @MilesGrant: Reminder that “rising temperatures caused by climate change” is like saying “a wave of deaths caused by people not breathin…
