id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1596292639183503360,211953429,1596292639183503360,2022-11-25T23:59:57.000Z,en,65,5,83,5,everyone,ACCELERATING GHG INCREASES ONLY LEAD TO CLIMATE HELL Nov 2022 All GHG concentrations increasing faster than ever. Our children's future is climate hell. Only chance of survival STOP BURNING FOSSIL FUELShttps://t.co/bH1h1fexRd#globalwarming #ClimateChange #ClimateEmergency https://t.co/u5lH2TCLD0
1596292520103010304,286976997,1596292520103010304,2022-11-25T23:59:29.000Z,en,0,0,0,0,everyone,"The current economic framework within which policy is developed seems incapable of addressing climate change. Even policymakers who acknowledge the magnitude of the problem are avoiding real solutions, not knowing how solutions can be funded. https://t.co/cxAzjRGkR5"
1596292415156985856,4783834469,1596292415156985856,2022-11-25T23:59:04.000Z,en,0,0,0,0,everyone,COP-27 | UNFCCC | COP-27 Meeting | Climate Finance | Climate Change | Around The World 7 Days https://t.co/hBR2eEkpRq
1596292406021804032,1442408319608516614,1596292406021804032,2022-11-25T23:59:01.000Z,en,0,0,0,0,everyone,"Ay yo ma Global warming is a real threat to our communities, to everybody, to everything. OH BROTHER"
1596292315299352576,1328052976498450433,1596292315299352576,2022-11-25T23:58:40.000Z,en,0,0,0,0,everyone,Noam Chomsky: How Climate Change Became a 'Liberal Hoax' https://t.co/A8Vlh0CiZ0 via @YouTube
1596292204225769473,1290393028302000131,1596292204225769473,2022-11-25T23:58:13.000Z,en,0,1,0,0,everyone,New Survey Shows Over 70 Percent Of Children Are Now Afraid of Climate Change https://t.co/uZh01qVqfE via @gatewaypundit
1596292105101451265,84919514,1596292105101451265,2022-11-25T23:57:50.000Z,en,0,0,0,0,everyone,"With “The 2100 Project: An Atlas for A Green New Deal,” the McHarg Center tries to visualize how the warming world will reshape the United States. https://t.co/8HErosAxQZ via @citylab"
1596292078996115457,1078949226,1596292078996115457,2022-11-25T23:57:43.000Z,en,1,0,13,1,everyone,The sudden increase in neurological problems is due to climate change.  They are really floating this.
1596291929842585606,2787878432,1596291929842585606,2022-11-25T23:57:08.000Z,en,5,0,9,1,everyone,❓What are the impacts of land loss?Islands/Chars in the Ganges–Brahmaputra–Meghna #Delta Bangladesh 1988-2022 (@NASA_Landsat Timelapse SWIR2-SWIR1-Red)#FloodManagement #ClimateChange🙏 #streamlit by @giswqsApp https://t.co/BHtAvuSdO3#30DayMapChallenge Day 26: Island(s) https://t.co/HUzdNZVAbr
1596291897764487169,67730792,1596291897764487169,2022-11-25T23:57:00.000Z,en,0,0,0,0,everyone,"oh, so this is what they're now calling global warming. 🙄 https://t.co/jTw5IZA55F"
1596291678876360710,1397218912668901381,1596291678876360710,2022-11-25T23:56:08.000Z,en,0,0,0,0,everyone,#ClimateCrisis #ClimateEmergency #climateChange hashtags alert 🤖 botfarms to RT.
1596291527327760384,1510781350902706180,1596291527327760384,2022-11-25T23:55:32.000Z,en,4,0,1,0,everyone,Feed the seeds your sow https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #GENERALELECTIONNOW #musicvideo #twitterthreadstorytime
1596291229586579458,281445000,1596291229586579458,2022-11-25T23:54:21.000Z,en,3,0,1,0,everyone,We’ve achieved so much with our organic #biochar products and are now preparing for further growth through #crowdfunding. You can be part of our future from under £10 and gain priority access ahead of the crowd by registering ➡️https://t.co/q0fWPH6ho8 #climatechange https://t.co/w50rA3bBjo
