id,author_id,conversation_id,created_at,lang,retweet_count,reply_count,like_count,quote_count,reply_settings,text
1553727493349195776,24235368,1553727493349195776,2022-07-31T13:01:15.000Z,en,7,2,7,0,everyone,"Intense rainfall, rising sea levels, and flooding—all of which are made worse by climate change—are posing a greater risk to our livelihoods. It is time to recognize this crisis for what it is—an emergency.Learn more about ACE and how to get involved: https://t.co/wQxYvVKlcq https://t.co/hZ3osfKf3h"
1553783530945142787,303525188,1553783530945142787,2022-07-31T16:43:56.000Z,en,0,0,0,0,everyone,"Data, maps, and climate change:  @JamesFallows on a new tool for estimating how the changing climate will affect local areas &amp; how heat affects health, at https://t.co/cboQQAzZ5L (on Twitter, naturally, as @HeatGov). https://t.co/P8cwXRjL6f"
1553723425021202433,706943313186832384,1553723425021202433,2022-07-31T12:45:05.000Z,en,0,1,1,0,everyone,Almost finished watching the second episode of big oil v the world and I’m fucking exhausted… #climatechange #climatecrisis #bigoilvtheworld
1553541634058584064,1278355628260495362,1553541634058584064,2022-07-31T00:42:43.000Z,en,0,0,0,0,everyone,"?????????? This has got to be the dumbest take on climate change I’ve ever eeen. They’re arguing that the “weird colors” in the sky (which, by the way, has always happened) will spur people to act on climate change. Stupid logic https://t.co/El4BeAIq4E"
1553857029860737025,30250232,1553857029860737025,2022-07-31T21:35:59.000Z,en,3,0,4,0,everyone,Massive California wildfire forces thousands to evacuate https://t.co/gQraPpabaW via @YouTube @NewsHour #ClimateChange #ClimateNews @AlexEpstein #ClimateBrawl #DoMoreThanWatch #actintime #cleanair
1553666717750001664,745580322939670528,1553666717750001664,2022-07-31T08:59:45.000Z,en,0,0,0,0,everyone,"I am somply amazed how people think solar is the solution to climate change ... Ever stopped to think that solar is harvesring the eeergy if the sun that wws driving the eeergy of our ""Climare"". Do really think energy is ever for free??  https://t.co/Wrhio4mvMx"
1553730098599174144,1361390263374123010,1553730098599174144,2022-07-31T13:11:37.000Z,en,0,1,4,0,everyone,Everyone wants to talk about global warming. I have a solution. Bradley Zimmers bat. It is so damm cold he can single handedly make this planet colder. I believe I have the solution to this issue. https://t.co/dpYMYejk79
1553831148920373248,2300701966,1553831148920373248,2022-07-31T19:53:09.000Z,en,0,0,0,0,everyone,“A weird evolutionary quirk in the human eye could be what saves us from climate change” by @thisisinsider https://t.co/994A3ETxp9
1553738611828334593,69330522,1553738611828334593,2022-07-31T13:45:26.000Z,en,0,0,0,0,everyone,New story on NPR: Kentucky cleans the debris and assesses the damage after deadly floods hit the state https://t.co/De1PYN01wM
1553742209698127874,364495038,1553742209698127874,2022-07-31T13:59:44.000Z,en,0,0,0,0,everyone,Alternative Proteins May Be Best Investment for Slowing Climate Change https://t.co/OuiQJe5PdP #ClimateActionNow #plantbased #FoodNetwork #Sustainability #biotech #ClimateCrisis #Health
